new_index,sentence,target,top1_prediction,top1_log_probability,top3_predictions,top3_log_probabilities
488,四 期 不 看 城画然 後 好像 不 認識 了 翻 兩三頁 就 是 篇 想 假裝 不 是 廣告 的 廣告 大膽 的 配圖 一 大 [MASK]  的 文字 原來 的 小 清新 大 希望 去 哪 兒了,片,堆,-0.54059898853302,"堆, 串, 段","-0.5406, -2.7060, -2.7353"
489,很 久 没有 坐 过 家 里 的 公车 了 去 问 朋友 结果 朋友 一 [MASK] 看 外星人 的  说道 你 还是 不 是 梅州 人好 郁闷 啊,副,直,-0.3992028832435608,"直, 脸, 边","-0.3992, -1.7919, -3.0143"
490,"刚刚 在 德克萨斯 扑克 游戏 中 与 同桌 PK , 以 一 [MASK] 葫芦  赢取 了 198 筹码 !",手,个,-0.7208485007286072,"个, 根, 条","-0.7208, -2.1933, -2.4173"
491,到头来 我 两 [MASK]  才 是 最 懂 我 的,个,个,-0.3722119629383087,"个, 人, 位","-0.3722, -1.5418, -5.0312"
492,珊记 话 俄 发 左 呢 [MASK]  就 有 好 多 好多 人 关注 俄 噶啦 大家 多 D 支持 啊啊 啊啊 啊啊 。,条,，,-1.1018519401550293,"，, ？, ！","-1.1019, -1.6830, -2.6276"
493,这 是 一 [MASK] 大大 的  我 想 知道 答案,个,个,-0.2579297423362732,"个, 篇, 张","-0.2579, -3.2520, -3.5868"
494,"六点 准时  , 很 亢奋 , 沿海 南 下 , 第一 [MASK] 走 。",次,站,-1.2116765975952148,"站, 天, 次","-1.2117, -1.2282, -1.7222"
495,鹏哥 畅姐 喜乐 会 男生 女生 冬季 巨制 鹏哥 畅姐 喜乐 会 新 一 [MASK] 活力 星  今晚 继续 为 你 带来 我 是 K 歌王 !,波,代,-0.38820090889930725,"代, 届, 季","-0.3882, -2.2311, -3.1348"
496,"一 [MASK] 面下  , 今天 消耗 比较 大 , 比较 饿 。",碗,方,-0.10204566270112991,"方, 般, 个","-0.1020, -4.4116, -4.4879"
497,灌水 表情 灌水 表情 看到 瘦 白鸽 的 博文 一 [MASK]  的 创业 半 年 总结 有感而发 的 评论 。,位,篇,-1.3424525260925293,"篇, 样, 文","-1.3425, -1.4697, -3.1979"
498,"一 [MASK]  的 声音 在 屋内 回荡 , 走出 房门 依然 萦绕 耳边 。",种,切,-0.8885387182235718,"切, 夜, 般","-0.8885, -2.2878, -2.4827"
499,"人生 第一 [MASK]  是 长虹 A366 , 现在 用 索尼 爱立信 U100i 雅锐 Yari 。",部,台,-0.5573291778564453,"台, 次, 部","-0.5573, -1.8632, -2.9423"
500,"如果 你 系 广州 甘 我 年三十 晚 都 唔使 一 [MASK] 人 系 屋  过 , 特然 觉得 好 Lonely 今晚 好 想 同 你 去 party 啊 。",个,个,-0.052667099982500076,"个, 班, 家","-0.0527, -4.3534, -4.7015"
501,"一 睡 高 枕头 就 落枕 , 一 [MASK]  啊 白痴妹",个,夜,-2.828319549560547,"夜, 天, 个","-2.8283, -2.8798, -2.9133"
502,"过年 第一 [MASK]  , 期待 老豆 封",封,天,-0.37276679277420044,"天, 波, 炮","-0.3728, -3.4565, -3.7960"
503,对说 四 [MASK] 新年 快乐 新 的 一 年  继续 加油,锅,年,-2.3219923973083496,"年, 声, 句","-2.3220, -2.7287, -3.1552"
504,我 第一 [MASK] 自己 挑 的  曾 记得 在 王府井 买 的,双,次,-1.134021520614624,"次, 个, 件","-1.1340, -1.4178, -3.1678"
505,"亲 , 很 棒 的 宝贝 噢 满 468 [MASK] 邮丸 美  专卖 正品 白金 至 10500",包,包,-0.02632264234125614,"包, 免, 直","-0.0263, -4.0672, -5.1397"
506,爱 欧迪 J3 比较 适合 哪 [MASK]  的 音乐 呢 ?,种,样,-0.8134269714355469,"样, 里, 类","-0.8134, -1.3204, -2.3160"
507,"还 记得 去年 也 是 下 着 小  , 地上 积 了 薄薄 的 一 [MASK] 雪 。",层,层,-0.02530451864004135,"层, 片, 点","-0.0253, -5.3029, -5.7580"
508,不 要 等 十几 [MASK]  把 事情 闹 大 再 去 解决 。,家,年,-0.8334646821022034,"年, 天, 岁","-0.8335, -1.4397, -2.8830"
509,"最 难 消化 的 4 [MASK]  1 冰激凌 会 影响 肠胃 功能 的 正常 运转 , 造成 食物 很 难 消化 , 容易 损伤 脾胃 。",类,.,-0.8549153804779053,"., 点, 件","-0.8549, -2.2784, -3.0481"
510,"100 多 [MASK] 小  , 文字 很 美 , 很 柔软 , 淡淡 的 疼惜 和 敏感 的 心 我 所 读到 的 最 温暖 最 孤独 最 伤感 的 书 。",个,个,-1.1698620319366455,"个, 页, 的","-1.1699, -1.7724, -2.4324"
511,系 2 [MASK]  。,个,年,-2.9679043292999268,"年, 人, 次","-2.9679, -3.4743, -3.7981"
512,"你 设定 的 目标 越 是 高远 , 由于  所 产生 的 动力 也 就 越 大 , 如果 你 能 承受 住 这 [MASK] 压力 , 将 激发 出 你 体内 蕴藏 的 极 大 潜能 。",种,种,-0.3439456522464752,"种, 些, 个","-0.3439, -1.6394, -3.1303"
513,"总 有 一 [MASK] 明天 就 休假 的  , 呵呵",种,天,-0.028146613389253616,"天, 个, 些","-0.0281, -4.4731, -5.5535"
514,"不管 哪 阵子 , 别 忘 了 , 总 会 有 一 [MASK] 不 嫌弃 你 的  , 陪 着 你 , 不 是 一 阵子 , 而 是 一 辈子 。",个,个,-0.11987626552581787,"个, 些, 位","-0.1199, -3.1810, -4.0011"
515,"什么 言语 都 没有 , 只有 晚安 两 [MASK]  , 意味 深长 。",个,句,-0.07754026353359222,"句, 字, 声","-0.0775, -3.1473, -4.1161"
516,昨晚 居然 遇到 一 [MASK] 这  的 乞丐 买 吃 的 给 他 居然 不 要 强滴,个,个,-0.2164437472820282,"个, 位, 条","-0.2164, -3.9223, -4.7551"
517,一 农妇 初 [MASK]  !,次,恋,-1.5388973951339722,"恋, 遇, 中","-1.5389, -2.4134, -2.4541"
518,"经过 一 天 的 折腾 终于 回到 家 吃 了 两 大 [MASK]  外加 米饭 , 我 的 大肚腩 好像 又 略微 的 鼓 起来 了 哦 。",碗,碗,-0.988206148147583,"碗, 块, 锅","-0.9882, -2.2342, -2.8938"
519,上传 了 2 [MASK]  到 相册 LOVE,张,张,-0.04686402902007103,"张, 个, 页","-0.0469, -5.4927, -5.5509"
520,居然 还 混 了 [MASK] 座儿 ,个,一,-1.117805004119873,"一, 星, 邻","-1.1178, -2.1387, -3.0729"
521,"每 [MASK]  看 夜空 , 终于 发现 , 最美 还是 从前 。",次,天,-0.4180164933204651,"天, 每, 次","-0.4180, -1.8331, -2.3599"
522,"主持 一 [MASK]  , 劳心 劳力 胼手胝足 , 讲 的 是 毅力 非 手腕 。",个,位,-1.9243468046188354,"位, 个, ：","-1.9243, -3.1556, -3.4963"
523,山珍 海味 比 不 起 家裏 的 一 [MASK]  啊 。,席,切,-1.8912063837051392,"切, 餐, 些","-1.8912, -1.9429, -2.8087"
524,"又 在 抽屉 里 发现 了 这个 , 还 有 一 [MASK] 民国 时期 的  。",枚,个,-0.4362637996673584,"个, 些, 本","-0.4363, -2.9102, -3.0987"
525,准备 年货 过 年 招待 亲友 四 [MASK]  千万 别 买 霉变 坚果 有 致癌 危险 炒焦 的 坚果 可 致癌 美容 的 坚果损 健康 口味 太重 的 坚果 易 变质 。,种,种,-1.019890308380127,"种, 款, 季","-1.0199, -1.8951, -2.0012"
526,"不 是 我 心眼 小 , 只是 我 心 太 小 , 只 能 装下 一 [MASK]  。",个,切,-1.3446885347366333,"切, 个, 颗","-1.3447, -1.6961, -2.2574"
527,能 置 办好 一 [MASK]  是 种 本事 !,桌,定,-1.4705678224563599,"定, 切, 直","-1.4706, -1.5338, -2.0776"
528,若曦 对 十 爷挺 残忍 [MASK]  还行 看 着 嘲笑偶 吧 。,步,，,-0.19806097447872162,"，, 的, 。","-0.1981, -2.1627, -3.4451"
529,姓 胡 的 你 [MASK]  你 他 妈 的 居然 有 外遇 !,个,，,-1.245988130569458,"，, 看, 说","-1.2460, -1.8750, -2.1984"
530,", 我 投给 了 佟丽娅 这 1 [MASK]  。",个,票,-1.924131989479065,"票, 点, %","-1.9241, -2.3200, -2.8848"
531,"国内 的 摇滚圈 , 画面 感 很 强 的 , 中国  这么 多 年 , 需要 一 [MASK] 本质 摇滚 的 人 来 关注 。",个,个,-0.768990695476532,"个, 些, 群","-0.7690, -1.7803, -1.9104"
532,不 能 承受 生命 之 轻 我们 身边 有 三 [MASK]  朋友 敌人 非 敌 非 友 的 人 。,种,个,-0.28605690598487854,"个, 种, 位","-0.2861, -1.9418, -3.4132"
533,"现 已 有 5 [MASK]  , 连 我 才 凑 够 满额 。",名,人,-1.5639232397079468,"人, 万, 位","-1.5639, -2.4009, -2.5497"
534,"我 在 龙年 送 大礼 , Ipad 送 你 大 转盘 活动 中 抽 中 二 [MASK]  镭拓 腕托 鼠标垫 地址",等,张,-2.509141206741333,"张, 元, 件","-2.5091, -2.6743, -2.7928"
535,嘿嘿 寒假 要 狂 体 电影 今 [MASK]  陪 我 挑战 恐怖片,次,晚,-1.0050694942474365,"晚, 天, 夜","-1.0051, -1.0432, -1.9076"
536,"一 [MASK]  非要 给 我 介绍 男朋友 , 我 说 必须 符合 我 的 要求 才 能 去 见面 , 不 能 随随便便 就 去 见 !",个,次,-0.5249600410461426,"次, 直, 定","-0.5250, -2.4067, -3.5685"
537,"现在 的 利物浦 一 [MASK] 牛逼  , 神锋卡罗尔 大师 亨德森 飞翼 马克西 铁 卫 约翰逊",堆,样,-0.9951796531677246,"样, 身, 片","-0.9952, -2.5206, -2.7373"
538,"我 参与 了 发起 的 投票 每 年 春节 前 你 都 会 做 什么 准备 , 我 投给 了 打扫 房间 , 清 杂物 这 5 [MASK]  。",个,项,-0.7848526239395142,"项, 类, 个","-0.7849, -2.0866, -2.5483"
539,第三 [MASK]  。,次,章,-1.6709933280944824,"章, 天, 次","-1.6710, -2.5736, -3.0957"
540,"这 [MASK]  的 天气 真 不 想 出去 啊 刚 考完 试 也 不 急着 看书 无聊 地 在 床 上 打滚 , 余光 刚好 扫 过 的 3 DS 不 不 行 不 行 不 行 !",种,样,-0.025164535269141197,"样, 么, 里","-0.0252, -4.4805, -5.2233"
541,"脑子 真 疼 初 七 [MASK] 小  , 回家 歹饺子 哈哈",管,还,-2.195568561553955,"还, 太, 小","-2.1956, -2.4489, -2.9903"
542,"打扮 得 如此 粉嫩 斯文 , 却 在 如厕 后 展示 了 你 颠覆性 的 一 [MASK]  冲厕 所 !",面,次,-0.537952721118927,"次, 面, 个","-0.5380, -2.1078, -2.7792"
543,"工作 动态 在 新春 佳节 合家 团聚 之际 , 华山 东路 派出所 也 以 传统 方式 欢度 佳节 全 [MASK]  自 除夕 至 年初一 , 全天候 坚守 在 辖区 圆通 寺 圆通山 , 为 群众 平安 进香 快乐 出游 排忧 解难 保驾 护航 。",所,天,-1.0098116397857666,"天, 年, 警","-1.0098, -1.6403, -2.4377"
544,"好不容易 睡 [MASK]  , 还是 自己 逼 自己 的 , 本来 六点半 就 醒了",个,着,-0.6187387704849243,"着, 醒, 了","-0.6187, -1.5966, -2.1894"
545,"她 嫌 男友 当 着 朋友 没有 给 留 面子 , 便 拿起 一 [MASK]  , 用 打火机 点燃 。",瓶,杯,-2.2155749797821045,"杯, 瓶, 个","-2.2156, -2.2993, -2.3583"
546,那 一 [MASK] 会 笑 的  她 是 不 是 死 了 。,个,个,-1.2990792989730835,"个, 直, 只","-1.2991, -2.1689, -2.2001"
547,在 存完 压岁 钱 回家 之后 我 偷偷 的 喝 了 一 [MASK]  感觉 头 有 点晕 啊啊 啊 不 会 吧 我 不 会 这么 弱 吧,杯,口,-0.6585936546325684,"口, 杯, 下","-0.6586, -1.9879, -2.0992"
548,发表 了 一 [MASK] 转载  转载 单车 万 里 藏 地 行摄 抵达 拉萨,篇,篇,-0.8924677968025208,"篇, 些, 次","-0.8925, -2.3038, -2.8597"
549,"龙年 第一 [MASK]  , 希望 今天 高速 堵车 !",个,天,-0.17446830868721008,"天, 年, 日","-0.1745, -3.4362, -3.9249"
550,"第一 站 是  博物馆 , 广西 有 12 [MASK] 少数 民族 , 这里 展出 了 各 少数 民族 的 衣 食 住行 文化 。",个,个,-0.0711762011051178,"个, 种, 大","-0.0712, -3.3819, -3.9939"
551,我们 这 [MASK] 玩 了 10 几 年 的  都 渐渐 迈入 三十 的 队伍 了 。,波,些,-0.36302459239959717,"些, 个, 里","-0.3630, -2.2683, -3.0575"
552,可以 睡 到 现在 真 是 一 [MASK] ,种,。,-0.31440213322639465,"。, ！, ？","-0.3144, -1.4980, -5.0839"
553,但 几十 [MASK]  经过 努力 还是 全部 运 到位 。,根,人,-1.0220487117767334,"人, 个, 吨","-1.0220, -2.5626, -3.0650"
554,"有些 事 只 能 自己 去 度过 , 这 世界 上 根本 没有 一 [MASK]  叫 感同身受 。",种,种,-0.9179217219352722,"种, 个, 件","-0.9179, -1.5626, -2.3322"
555,"都 他丫 的 这个 时间 段 了 , 还 TMD 的 放 十万 响 的 那 [MASK]  。",种,种,-0.500083327293396,"种, 个, 些","-0.5001, -1.7694, -2.9963"
556,无奈 被 [MASK] 小  给 喝 倒 了,个,小,-1.5482127666473389,"小, 大, 老","-1.5482, -2.4994, -2.7588"
557,只 想 问 一 [MASK]  可 安好 ?,句,句,-1.038791298866272,"句, 声, 下","-1.0388, -1.2998, -2.8431"
558,"年终 奖 什么 时候 才 能 到手 啊 , 缺 钱 , 缺 钱 , 银行 里 还 有 一 大 [MASK]  等 着 还 那",堆,堆,-0.5680544376373291,"堆, 笔, 半","-0.5681, -1.2138, -3.7332"
559,"于是 我 接着 说 : “ 我们 本来 的 地球 是 在 一个 宇宙 里 , ‘ 克丽丝汀 号 ’ 到 达 了 那个 宇宙 的 边缘 , 也 就 是 那 [MASK] 黑色 的 带状  。",条,条,-0.8140473365783691,"条, 个, 种","-0.8140, -0.9711, -2.8073"
560,印度 要求 5 [MASK] 外国  离开 克什米尔,名,名,-0.9885450005531311,"名, 个, 万","-0.9885, -1.2282, -2.4863"
561,"上 周 925 播放 了 品冠 的 后来 的 我们 , 今天 是 起床 , 这 [MASK]  很 小 , 而 对 我 有 特殊 意义 的 起床 很少 有 人 知道 。",种,个,-1.5467301607131958,"个, 天, 里","-1.5467, -1.6355, -2.0375"
562,"记录 一下 , 第一 [MASK] 工作  , 颜 。",个,份,-0.27208876609802246,"份, 次, 天","-0.2721, -2.2775, -3.2085"
563,斗 [MASK]  我 容易 吗 ?,个,胜,-2.799433946609497,"胜, 死, 到","-2.7994, -3.2203, -3.2726"
564,"看到 董卿 报幕 说 , 接下来 为 大家 带来 一 [MASK] 充满 激情 的  。",段,个,-1.2331839799880981,"个, 场, 些","-1.2332, -1.6635, -2.5393"
565,"失眠 了 , 昨天 的 一 [MASK]  , 让 我 倍感 压力 之 大 。",席,切,-1.2103266716003418,"切, 夜, 天","-1.2103, -1.5550, -1.9564"
566,"新 中国 成立 , 1949 年 9 月 27 日 , 在 中国 人民 政治 协商  第一 [MASK] 全体 会议 上 , 通过 使用 世界 上 通用 的 公历 纪元 , 把 公历 的 元月 一日 定为 元旦 , 俗称 阳历年 。",届,届,-0.025653032585978508,"届, 次, 回","-0.0257, -3.6762, -12.5928"
567,董卿 第三 [MASK]  了,套,次,-2.0776984691619873,"次, 個, 任","-2.0777, -3.2594, -3.3763"
568,再 推荐 一 [MASK] 独立 乐队  。,个,些,-0.5762970447540283,"些, 个, 支","-0.5763, -1.5311, -2.4844"
569,皇冠 信誉 健维士 水 夫人 润年 大豆 异 黄酮 同时 补钙 送 30 [MASK]  胎素 6000,粒,维,-0.8739843368530273,"维, 胚, 保","-0.8740, -2.3615, -2.9704"
570,"有 好些 同学 , 真的 要 想 一 [MASK] 才  对 上号 , 惭愧 啊 。",阵,想,-0.26125308871269226,"想, 下, 些","-0.2613, -1.7622, -5.2082"
571,"跟 我 说 这 [MASK]  的 人 , 你 还 记得 吗 ?",句,话,-0.6170804500579834,"话, 样, 些","-0.6171, -1.0771, -3.2271"
572,"坐 班车 时 碰见 一 [MASK]  , 结果 更 一 衣 时 边上 一 人 问 我 你 是 倪老师 吗 我 是 向东 的 学生 。",批,人,-0.5366102457046509,"人, 位, 个","-0.5366, -2.2596, -2.7025"
573,"下午 加 了 点 奶粉 , 夜 里 睡 半 小时 就 醒 , 还 常 放屁 , 哭闹 要 竖 抱 , 应该 是 消化不良 , 刚 喂 了 半 [MASK] 妈咪  。",包,个,-0.872818112373352,"个, 天, 只","-0.8728, -1.7262, -2.5003"
574,"传闻 梁洛施 对 李泽楷 下降 头 , 两 [MASK]  分别 擦在 嘴唇 和 舌头 上 。",瓶,手,-0.38747239112854004,"手, 者, 人","-0.3875, -3.0043, -3.0448"
575,粉藍色 Powder blue Vaaleansinisi auml Ljusbl aring 粉藍色 是 一 種淡淡 的 素淨 的 顔色給人 一 種憂郁 的 清新 的 感覺 粉藍讓人 感到 心平氣 和 粉藍讓 人 想到 幾近 透明 的 天空 有 一 [MASK]  的 雲遮擋,片,層,-1.7501552104949951,"層, 絲, 片","-1.7502, -1.7813, -1.8761"
576,"今日 虽然 被 M P 喷 了 一 [MASK]  , 但 也 算是 有所 突破 了 , 虽然 只 是 一 小 步 。",脸,波,-1.9230891466140747,"波, 下, 点","-1.9231, -2.2271, -2.5552"
577,"没有 吃 晚饭 , 喝 了 两 [MASK]  。",次,杯,-0.882225751876831,"杯, 碗, 瓶","-0.8822, -1.6844, -2.4048"
578,一 [MASK]  放 在 心 里 琢磨 。,个,直,-0.5181492567062378,"直, 切, 定","-0.5181, -1.9061, -2.2537"
579,"我删 了 那 [MASK]  , 不 代表 事情 不 存在 了 !",条,些,-0.8995099067687988,"些, 个, 篇","-0.8995, -1.6575, -2.4707"
580,"看 两 [MASK]  , 我 立刻 觉得 我 又 活 过来 了 。",集,眼,-0.4972546100616455,"眼, 遍, 张","-0.4973, -1.6477, -3.1874"
581,姨妈 家 里 的 几 [MASK] 呆  。,条,个,-0.7969645261764526,"个, 天, 张","-0.7970, -1.8597, -2.9175"
582,你 我 只有 一 [MASK] 联络 的  !,种,个,-0.6591809988021851,"个, 条, 次","-0.6592, -2.5521, -2.8329"
583,"早安 面对 阳光 , 忽 的 一 [MASK] ,  公司 , 想 着 不 要 迟到 啊 结果 真 没 迟到 !",声,想,-2.222327470779419,"想, 瞥, 看","-2.2223, -2.3395, -2.6455"
584,"当 你 想起 这 [MASK]  不 再 烦恼 或 有 太 多 想法 时 你 就 真的 放下 了 , 开心 开心",件,些,-1.0254547595977783,"些, 个, 里","-1.0255, -1.9548, -2.3594"
585,回来 记得 来 [MASK] 信息 电话  !,个,个,-0.637019157409668,"个, 打, 电","-0.6370, -1.3514, -3.1406"
586,"好听 又 好看 的 曲儿 清早 一 听 , 嗨 皮 一 天 自然 卷 坐 在 巷口 的 那 [MASK] ",对,。,-0.06787481904029846,"。, ！, ？","-0.0679, -3.8650, -4.6202"
587,"要 回家 了 , 静静 说 一起 吃 [MASK]  , 是 不 是 要 给 她 说 彭 和 露露 的 事情 , 我 在 纠结 , 是 不 是 该 有 自己 的 小 秘密 ?",个,饭,-0.012840340845286846,"饭, 吧, 的","-0.0128, -5.6848, -5.8433"
588,曩谟 三 满 哆母驮喃阿钵啰 底贺 多 舍娑 曩喃怛侄 他 唵佉佉佉呬 佉呬吽吽 入 嚩啰 入 嚩啰钵 啰入 嚩啰钵 啰入 嚩啰 底瑟姹底瑟姹瑟 致哩 瑟致哩 娑癹吒 娑癹吒 [MASK]  哩曳娑 嚩诃,扇,致,-1.9493286609649658,"致, [UNK], 娑","-1.9493, -3.6428, -3.9323"
589,给 大家 介绍 [MASK] 新  LA MER 海蓝 之 谜,个,最,-0.47348859906196594,"最, 下, 的","-0.4735, -2.1697, -2.5075"
590,饭店 门囗 发现 一 [MASK] ,只,。,-0.5860249996185303,"。, ！, ？","-0.5860, -0.9308, -3.2595"
591,"看 [MASK]  都 要 复制 , 搜索 , 找 youku 的 链接 , 打开 。",个,到,-1.7118587493896484,"到, 了, 的","-1.7119, -1.8050, -2.5070"
592,这么 大 [MASK]  !,个,啊,-0.9617904424667358,"啊, 呀, 呢","-0.9618, -2.0309, -3.2579"
593,岁末 了 还 窝 了 一 [MASK] ,肚子,。,-0.2369002252817154,"。, ！, ？","-0.2369, -2.4833, -3.0745"
594,"新 一 年 开始 啦 , 我 不 希望 自己 明年 还 是 这个 样子 , 我 会 努力 抓住 每 [MASK]  , 争取 早日 实现 自己 的 短期 目标 !",次,天,-0.7449588179588318,"天, 年, 个","-0.7450, -0.8714, -3.1614"
595,"在 花园 发现 到 一 [MASK] 走动 的  在 草地 上 兜圈圈 , 传说 中 的 晨 运",个,个,-1.188715934753418,"个, 群, 些","-1.1887, -1.1966, -1.6872"
596,仲要 一 [MASK] 假  为 你 好 !,口,天,-0.9940006732940674,"天, 个, 整","-0.9940, -1.6703, -2.7460"
597,再 丑 也 是 一 [MASK] 青春 无敌 的  !,副,样,-0.6224733591079712,"样, 个, 定","-0.6225, -2.2505, -2.8886"
598,"我 竟然 做 了 生命套 , 而且 还 弄 了 [MASK] 骑士  。",个,个,-0.32888662815093994,"个, 小, 黑","-0.3289, -3.7394, -4.2579"
599,真 系 太 多 謝超哥 送 我 噶 12 [MASK]  一 燒宜家 食剩 4 包咯 哈哈 !,包,包,-0.7518664598464966,"包, 號, 月","-0.7519, -3.5803, -3.6210"
600,"初一 凌晨 一 [MASK]  不 回家 , 聚众 打麻 将 要 通宵 啊 , 好 尴尬",伙,点,-0.29852309823036194,"点, 直, 早","-0.2985, -3.2020, -3.3894"
601,大 清早 的 一 出 小 区 门口 就 看到 一 [MASK]  这 算 RP 嘛,具,家,-1.199844241142273,"家, 个, 张","-1.1998, -1.3664, -2.6770"
602,"我 只 能 像 [MASK]  一样 瑟瑟 度过 冬天 , 盼望 春天 的 到来 , 春天 来 不 了 , 就 只 能 盼望 尽早 回 广州 了 。",个,风,-1.6965265274047852,"风, 雪, 你","-1.6965, -2.2397, -2.6424"
603,boss 30 哪 [MASK]  脱口而出 百度 一下 。,个,里,-0.8589267134666443,"里, 吒, 位","-0.8589, -2.0259, -3.2367"
604,"今天 老公 陪我 逛 了 整天 , 结果 买 的 都 是 他 的 东西 我 只 收获 了 一 [MASK]  , 大过 年 的 , 减肥 的 事 回 苏州 再 说 吧",餐,些,-1.3571629524230957,"些, 半, 点","-1.3572, -1.5014, -1.9132"
605,春卷 吃 [MASK] ,点,！,-0.7773776054382324,"！, 。, ？","-0.7774, -0.8757, -2.4342"
606,"距 食 [MASK]  食 得 好 狰狞 , 其实 系 米 距 食 太 多 零食 搞 到 无 胃口 食饭 , 但 家姐话 应该 五 关 事 , 系 距 失恋 , 无 胃口 了 。",粒,饭,-0.6704926490783691,"饭, ,, 我","-0.6705, -2.4801, -3.3860"
607,"好 喜欢 这 [MASK]  , 都 来 下载 吧 我 刚 通过 分享 了 搜狗 皮肤 Light year 维尼 夫妇 巧克力 爱 下载 地址",款,个,-0.5363910794258118,"个, 里, 款","-0.5364, -1.9397, -2.2001"
608,"听 妈妈 电话 听 的 我 真 要 崩溃 了 , 我 心 里 真 快 承受 不 了 了 , 这 [MASK]  , 我 快 窒息 了",种,时,-1.5427775382995605,"时, 样, 下","-1.5428, -1.5999, -1.8291"
609,"面對 強國 的 大 [MASK]  , 狗 與豬 終於 認衰 !",批,敵,-1.3572696447372437,"敵, 戰, 勢","-1.3573, -2.4104, -2.5208"
610,"亲们 , 我 家 最近 人气 关注 度 最高 宝贝 新西兰 品牌 原装 进口 Heitiki 婴幼儿 宝宝 奶粉 二 [MASK] 金装包邮  给 大家 , 有 图 有 真相",段,合,-1.36590576171875,"合, 代, 十","-1.3659, -2.3692, -2.6154"
611,"早上 的 的士 摸样 了 , 拦 了 半 [MASK]  拦 不 到 , 好不容易 拦 到 , 快要 上 三环 , 手机 又 忘 拿 了 , 又 回去 拿 !",个,天,-0.03042212501168251,"天, 路, 夜","-0.0304, -5.1813, -5.5415"
612,我 爱 丁 先生 156 想 你 的 第三 天 那 [MASK] ,些,。,-0.749472975730896,"。, ？, ！","-0.7495, -1.0860, -1.6674"
613,"范冰冰 这 [MASK] 经典 黑色  凸显 腰身 , 强调 了 S 形 曲线 , 值得 向 大家 推荐 。",身,身,-0.8289704322814941,"身, 款, 个","-0.8290, -1.0937, -2.6851"
614,"剑侠 世界 我 在 电信 吉祥区 葬花吟 武夷山 , 这里 是 五千万 人 的 江湖 , 萝莉御姐 任 你 挑选 , 抱 [MASK]  回家 过冬咯 !",个,你,-0.45781075954437256,"你, 我, 您","-0.4578, -2.9268, -3.3304"
615,这 两 天 粉丝 每 天 一 [MASK] ,个,。,-0.29072755575180054,"。, ！, ？","-0.2907, -1.4965, -3.5944"
616,"每 [MASK]  身体 棒棒 , 感情 也 顺风 顺水 !",个,天,-0.1381787359714508,"天, 年, 日","-0.1382, -3.5664, -3.6829"
617,"可以 说 : 现在 农村 市场 的 现状 一方面 是 疲软 , 另一方面 是 有效 供给 不足 , 形成 这样 一 [MASK]  的 原因 何在 ?",种,局,-1.3141653537750244,"局, 面, 致","-1.3142, -2.4593, -3.0823"
618,签阿签阿签阿 可以 噶话 果断 签阿之前 阿里纳斯 就 话 区 想来 LA 啦 老 将 底薪区 都 话 受 如果 真 系 签佐班尼斯 慈世平 阿里纳斯 想象 下 尼 三 [MASK]  屎棍 系 埋 一齐 会 发生 咩事 分享 图片,件,个,-1.044133186340332,"个, 条, 支","-1.0441, -2.7029, -2.9346"
619,"咿咿 是 最 下面 的 那 [MASK] 大  , 呀呀 是 上面 的 小 鸭子 。",个,个,-0.7827938795089722,"个, 只, 么","-0.7828, -1.2128, -3.2497"
620,想起 昨晚 有 人 说 的 关于 光棍 的 一 [MASK]  顿时 觉得 无限 贴切 。,席,句,-1.3845895528793335,"句, 段, 切","-1.3846, -1.7009, -1.8951"
621,"还 有 妮妮 , 还 有 那 [MASK]  的 男朋友 , 还 想 你们 呀 。",个,我,-1.1726624965667725,"我, 样, 边","-1.1727, -1.7794, -2.5704"
622,漂亮 女 老师 惨遭 凌辱 www 517 sese info 疯狂 的 石头 走着瞧 追捕 枪王 之 王 万历 首 辅 张居正 黄炎培 追踪 窃听 风云 丑 女 无敌 第二 [MASK] 狗 和  的 时间 贝多芬 病毒 民国 往事 小兵 张嘎 Hello 树 先生 岁月 神偷 牛郎 织女 善德女王 红楼 梦 风声 爱情 公寓,季,章,-1.3086282014846802,"章, 季, 集","-1.3086, -1.6346, -3.0658"
623,"需要 一 [MASK] 跟 我 一起 奋斗 的  , 一起 体验 爱情 里 的 酸甜苦辣",个,个,-1.1468570232391357,"个, 群, 起","-1.1469, -1.3719, -2.0650"
624,今晚 清网 行动 的 战利品 当时 那 [MASK]  恐惧 紧张 刺激 啊 想 起来 都 炭炭 zhun,个,个,-1.1800062656402588,"个, 种, 么","-1.1800, -1.3779, -1.3964"
625,"万 诗 言 小 妹妹 , 虽然 不 算 倾国 倾城 , 但 别有 一 [MASK]  。",番,番,-1.3825578689575195,"番, 天, 格","-1.3826, -1.6859, -2.2342"
626,"微 阅读 周六 下午 , 他 都 会 来 茶楼 点 一 [MASK]  , 坐 在 二 楼 靠 窗 位子 。",壶,茶,-1.3215339183807373,"茶, 杯, 餐","-1.3215, -1.8209, -1.9454"
627,我 真 想 一 [MASK]  砸晕 你 !,台,拳,-0.570574939250946,"拳, 枪, 把","-0.5706, -2.6898, -2.7541"
628,"大夫山 山地车 亚运 比赛 路径 够 刺激 , 下 [MASK]  继续 来 挑战 。",次,次,-0.14040589332580566,"次, 午, 周","-0.1404, -3.5356, -3.5775"
