new_index,sentence,target,top1_prediction,top1_log_probability,top3_predictions,top3_log_probabilities
362,人肉 搜索 是 一 [MASK] 很 深 的 <h>学问</h> 到 现在 我 也 不 能 说 我 掌握 得 有 多好 倒 是 希望 以后 我 都 不 会 再 用到 了 最 起码 不 要 再 为 自己 所 用 了,门,门,-0.024351738393306732,"门, 个, 种","-0.0244, -4.0764, -6.0644"
363,"我 在 快乐 购 , 过年 各 [MASK] 红 <h>灯笼</h> 挂起",种,种,-1.1116832494735718,"种, 家, 样","-1.1117, -1.8757, -2.1740"
364,也 是 最后 一 [MASK] <h>歌</h> !,首,首,-0.04619388282299042,"首, 张, 个","-0.0462, -4.2475, -4.9652"
365,"这么 重要 的 时刻 , 发 [MASK] <h>微博</h> 提醒 一下 各位 我 也 很 高调 !",个,个,-0.18216674029827118,"个, 条, 点","-0.1822, -2.6199, -3.9340"
366,"弱智 <h>儿童</h> 欢乐 多 , 做 [MASK] 快乐 的 弱智 儿童 吧 !",个,个,-0.005878407042473555,"个, 些, 只","-0.0059, -6.1088, -6.6838"
367,"做 一 [MASK] 淡淡 的 <h>女子</h> , 不浮不躁 , 不争 不 抢 , 不 去 计较 浮华 之 事 , 不 是 不 追求 , 只是 不 去 强求 。",个,个,-0.020619338378310204,"个, 位, 名","-0.0206, -4.6684, -4.8500"
368,"买 了 三 [MASK] <h>杯子</h> , 花 了 50 !",个,个,-0.23828625679016113,"个, 只, 件","-0.2383, -3.0161, -3.5677"
369,后面 还 跟 着 [MASK] <h>警车</h> 。,辆,个,-0.4722874164581299,"个, 辆, 行","-0.4723, -1.4052, -4.0413"
370,从 多 [MASK] <h>纬度</h> 对 新浪 微博 和 Twitter 进行 了 比较 。,个,个,-0.058564022183418274,"个, 条, 种","-0.0586, -3.7779, -4.0714"
371,"第一 [MASK] 看 了 爱 的 <h>现场</h> , 完全 被 KAME 征服 了 。",次,次,-0.027817821130156517,"次, 眼, 个","-0.0278, -4.0536, -6.0750"
372,"一 [MASK] <h>人</h> 孤苦 伶仃 的 , 被 抛弃 的 感觉 很 不 爽啊 !",个,个,-0.04489858075976372,"个, 般, 群","-0.0449, -4.0404, -4.7350"
373,第一 [MASK] <h>和谐号</h> 。,班,个,-1.3973071575164795,"个, 段, 节","-1.3973, -2.3080, -2.5258"
374,不 要 让 别人 影响 你 对 [MASK] <h>画</h> 的 独特 看法 。,幅,对,-0.9958421587944031,"对, 本, 笔","-0.9958, -2.6063, -2.9867"
375,"今天 我 做 了 一 [MASK] 艰难 的 <h>决定</h> , 决定 进入 故宫 做 导游 工作 。",个,个,-0.031809549778699875,"个, 项, 次","-0.0318, -4.5912, -4.7384"
376,"大家 新年 快乐 , 我 临 睡 前 抽 [MASK] <h>风</h> !",个,个,-1.2187682390213013,"个, 起, 点","-1.2188, -2.0768, -2.1399"
377,今天 第一 [MASK] <h>香薰</h> 可是 熏 死 我 了 薰衣草 的 威力 不 可 忽视 啊,次,次,-0.877363920211792,"次, 个, 件","-0.8774, -2.1003, -2.1889"
378,"难得 的 一 [MASK] 小 <h>聚会</h> , 还 搞 起来 腼腆",次,次,-0.47623467445373535,"次, 个, 场","-0.4762, -1.1798, -3.1386"
379,"所以 , 不 要 小看 任何 一 [MASK] <h>人</h> , 哪怕 是 看上去 天真无邪 的 孩童 , 他们 也 有 自己 的 思想 。",个,个,-0.14182773232460022,"个, 种, 类","-0.1418, -3.0067, -3.8170"
380,也 对 得 起 我 龙年 的 第一 天 就 熬 了 [MASK] <h>通宵</h> 看 球 !,个,个,-0.07723403722047806,"个, 些, 点","-0.0772, -3.8176, -4.3777"
381,Lightroom 一 [MASK] 比 photoshop 更 好用 的 图片 处理 软件 学院 频道 <h>蜂鸟网</h>,款,款,-0.7968335151672363,"款, 个, 些","-0.7968, -0.8556, -2.7222"
382,"好像 那 [MASK] <h>兄弟们</h> , 没有 牵挂 的 聚 在一起 , 挥霍 青春 。",班,些,-0.3108835220336914,"些, 个, 群","-0.3109, -2.0726, -2.8145"
383,15 [MASK] 的 孩子 <h>聚会</h> 改期 了 聚会 是 有 的 也许 过 年 后,班,班,-1.3771820068359375,"班, 级, 号","-1.3772, -1.5126, -2.2147"
384,农行 陷入 拒付 门 储户 2 千 存款 20 年 变 9 万 [MASK] 拒付 <h>分享自</h> ZAKER,遭,遭,-0.7239770889282227,"遭, 次, 首","-0.7240, -1.6883, -3.3584"
385,所以 像 不 需要 那 [MASK] <h>钱</h> 一样 地 工作 吧 像 从 没 被 伤害 过 地 勇敢 去 爱 吧 像 旁若无人 般 地,笔,些,-0.27035224437713623,"些, 个, 笔","-0.2704, -2.6621, -2.7328"
386,"6 [MASK] <h>生活</h> 当 乐趣 , 你 就 会 满怀信心 。",把,个,-1.9808672666549683,"个, 把, 号","-1.9809, -2.4833, -2.6408"
387,世 怎么 会 有 这样 不 要 脸 我 明明 做 的 是 长久 的 没到 一 [MASK] <h>星期</h> 就 回复 了 原样 他们 还 说 你 自己 头发 不 好 真 不 要 脸,个,个,-0.0010345563059672713,"个, 下, 次","-0.0010, -8.4263, -9.0393"
388,有 时候 不 是 不 信任 只 是 因为 比 别人 更 在乎 更 怕 失去 我们 总 在 寻找 一 [MASK] <h>感动</h> 的 瞬间 以及 那 瞬间 后面 的 人 再 累 再 苦 再 疼 也 只 是 为了 你 能 喜欢 我 而已 现在 我 不 再 爱 你 你 不 值得,个,个,-0.2047165185213089,"个, 些, 段","-0.2047, -2.7458, -3.0609"
389,微博 给 我 安全感 啦啦 啦啦 第一 [MASK] <h>晒</h> 成绩单,次,次,-1.4115551710128784,"次, 张, 篇","-1.4116, -1.9756, -2.2939"
390,雨势 今起 渐 掹申城 气温 周五 速 跌 年初一 将 达 0 [MASK] 前 <h>申城</h> 出租车 一 车 难 求 叫 车难 可能 持续 至 小 年夜 上海普,节,点,-0.7970522046089172,"点, 节, 分","-0.7971, -2.1036, -2.8095"
391,吸血鬼 第三 [MASK] <h>结局</h> 好 恐怖 啊 呼呼,季,季,-0.311625599861145,"季, 部, 章","-0.3116, -2.2040, -2.5695"
392,用 手机 看 了 一早 上 电影 才 用完 500 M 流量 还 有 1G 要 加油 于是 说 这 [MASK] 在 月结 前 不 用完 流量 就 会 觉得 亏 了 的 <h>微妙感</h> 是 怎么回事,种,样,-0.4387966990470886,"样, 种, 个","-0.4388, -1.6780, -2.3864"
393,", 我 把 最 好 的 一 [MASK] <h>朋友</h> 惹 生气 了 我 错 了 我 真的 错 了 。",个,个,-0.15063174068927765,"个, 位, 些","-0.1506, -2.4019, -4.7207"
394,最后 我 买 了 两 [MASK] 丑 <h>粮液</h> !,瓶,瓶,-0.5694363117218018,"瓶, 个, 罐","-0.5694, -2.2160, -2.5243"
395,"你 知道 自己 从来 不 幼稚 , 只是 有 那么 点 不 理智 , 豁然 后 看到 原来 的 自己 , 还 是 比较 喜欢 那 [MASK] <h>样子</h> 。",个,个,-0.6632228493690491,"个, 种, 些","-0.6632, -0.8114, -4.1680"
396,"八点半 吃 的 早餐 , 现在 九点半 就 肚子 饿 了 , 还 有 两 [MASK] <h>半钟</h> 怎么 过 ?",个,个,-0.04580113664269447,"个, 分, 点","-0.0458, -3.8979, -4.4851"
397,"人生 真 他妈 是 一 [MASK] 华美 的 <h>袍</h> , 里面 爬满 了 虱子 。",袭,个,-1.4758785963058472,"个, 张, 幅","-1.4759, -2.0754, -2.2415"
398,"泥马 啊 , 窝 一 [MASK] <h>火</h> 睡觉 , 睡 死得 了 蛋疼 的 一 比 , 既然 都 说 老娘 是 废物 了 还 干 毛 絮絮叨叨 的 !",肚子,个,-0.6912510395050049,"个, 把, 下","-0.6913, -3.0439, -3.1233"
399,我 在 這裡万 科 运河东 1 [MASK] 一 期 <h>醒</h> 了 。,号,号,-0.37261703610420227,"号, 栋, 路","-0.3726, -2.3130, -2.7346"
400,照 [MASK] 像 还 这么 小 <h>傲娇</h> !,个,头,-0.38605016469955444,"头, 片, 个","-0.3861, -1.4882, -3.6147"
401,你 是 第二 [MASK] 在 我 面前 掉 眼泪 的 <h>男人</h>,个,个,-0.021344099193811417,"个, 位, 次","-0.0213, -4.3644, -5.1492"
402,要 不 要 去 看 [MASK] <h>电影</h> 呢 。,个,个,-0.8036172986030579,"个, 部, 下","-0.8036, -1.3285, -2.2382"
403,"一 大 [MASK] 的 短信 <h>问候</h> , 电话 一大早 被 打爆 !",堆,堆,-0.4169875383377075,"堆, 串, 波","-0.4170, -2.5404, -2.7840"
404,送给 一 [MASK] <h>母女</h>,对,对,-0.40969976782798767,"对, 位, 个","-0.4097, -1.8247, -2.1193"
405,我 家 三 [MASK] <h>花</h>,朵,朵,-1.0773435831069946,"朵, 口, 代","-1.0773, -1.6226, -3.1515"
406,有 [MASK] <h>寂寞</h> 空虚 的 美眉 介绍 给 你,个,些,-0.8695497512817383,"些, 个, 点","-0.8695, -1.1664, -1.7582"
407,"一 [MASK] <h>女孩</h> 和 男孩 相亲 , 女孩 见 男孩 高高大大 , 心 中 大喜 , 就 问 男孩 你 有 几 米 高 啊 ?",个,个,-0.3352700471878052,"个, 位, 次","-0.3353, -2.1424, -2.4560"
408,下 [MASK] 再 也 不 <h>来</h> 了 。,次,次,-0.012698831968009472,"次, 面, 回","-0.0127, -4.8699, -6.8666"
409,刚刚 所 发生 的 就 当是 生命 老人 给 我 开 的 一 [MASK] 小小 的 <h>玩笑</h> 。,个,个,-0.06183089315891266,"个, 场, 句","-0.0618, -3.8617, -4.7377"
410,想 找到 一 [MASK] 愿意 陪 我 戴上 属于 我们 的 爱 的 <h>戒指</h> 。,个,个,-1.1354868412017822,"个, 枚, 只","-1.1355, -1.4824, -2.1461"
411,"58 [MASK] <h>温馨久久</h> , 满意 久久 !",团,分,-1.5491697788238525,"分, 楼, 号","-1.5492, -2.2025, -2.3211"
412,"铁甲 钢 拳 感觉 很 棒 啊 , 不过 让 我 最 在意 的 还 是 那 萌萌 的 小 男 猪脚 , 各 [MASK] <h>激爆萌</h> 让 身为 正太控 的 我 彻底 喷鼻血",种,种,-0.00714518129825592,"种, 个, 样","-0.0071, -5.8406, -7.2632"
413,嗯 找 [MASK] 罗 <h>书</h> 全 这样 的 也 就 算是 天赐 良缘 啦 !,个,个,-0.9831457138061523,"个, 些, 遍","-0.9831, -2.5282, -3.0698"
414,"杭州 试 推 <h>小学</h> 期末 免考制 , 游园会 代替 期末考 今年 , 杭州市 10 多 [MASK] 小学 推出 期末 免考制 , 代之以 游园会 。",所,所,-0.01921689882874489,"所, 个, 家","-0.0192, -4.4673, -5.1038"
415,"老家 凌晨 5 点 起床 去 挨家挨户 给 长辈 拜年 的 习俗 真 受 不 了 , 我 2 点 多 才 睡 啊 , 才 睡 2 [MASK] <h>小时</h> 啊 。",个,个,-0.0004306170449126512,"个, 点, 块","-0.0004, -9.0842, -10.1169"
416,"过年 了 , 领导 送一 [MASK] <h>炮弹</h> , 说 放 在 办公室 里 避邪 的",颗,颗,-1.225740909576416,"颗, 枚, 个","-1.2257, -1.6509, -1.7940"
417,谁 给 我 [MASK] <h>网址</h>,个,个,-0.7187257409095764,"个, 发, 下","-0.7187, -1.6332, -2.1768"
418,"每 晚 你 会 通过 手机 给 几 [MASK] <h>人</h> 说 晚安 , 清晨 醒来 你 希望 看到 谁 又 或者 说 希望 谁 正 温柔 地 充满 爱意 地 看 着 你",个,个,-0.01020820066332817,"个, 位, 名","-0.0102, -5.4125, -7.0932"
419,找到 了 可以 学 一 [MASK] 的 新歌 <h>水手</h> 怕 水,下,下,-0.9585122466087341,"下, 点, 些","-0.9585, -1.4153, -1.8991"
420,收藏 了 读心 人 第 2 [MASK] 视频 <h>快手</h> 分享,季,集,-0.7533931732177734,"集, 个, 季","-0.7534, -1.8163, -1.9792"
421,中午 和 同事 吃 饭时 照例 海阔天空 一 [MASK] <h>海聊</h> 。,番,起,-0.4783448278903961,"起, 个, 下","-0.4783, -2.8076, -3.1052"
422,"我 的 朋友 通过 我 跟 我 的 朋友 认识 了 , 然后 现在 两 [MASK] <h>人</h> 关系 比 跟 我 还 好 。",个,个,-0.004776482470333576,"个, 位, 家","-0.0048, -6.4086, -6.8762"
423,"下午 跟 姐姐 视频 之后 姐姐们 就 禁 不 住 思乡 情切 马上 开车 回来 , 杭州 回来 1 [MASK] <h>小时</h> 40 分钟 就 到 了 。",个,个,-0.0011529413750395179,"个, 号, 路","-0.0012, -8.5669, -8.7932"
424,瞳孔 深红色 于是 世界 沉入 黄昏 头发 银白色 接着 天地 升起 黎明 无数 [MASK] <h>飞鸟</h> 离开 无尽 的 大雪 回来 我 知道 你 站 在 我 背 后 安静 的 站 在 背后 点燃 了 一 整个 重 楼 。,只,个,-1.3308773040771484,"个, 次, 只","-1.3309, -1.4378, -2.0701"
425,而且 一 [MASK] 把 的 <h>掉</h> 。,把,把,-1.1904699802398682,"把, 个, 次","-1.1905, -1.9079, -2.1032"
426,"Travel toolkit 里 的 耳塞 派上 用场 了 , 头一 [MASK] <h>除夕夜</h> 睡 得 安稳 , 新年 新 气象 !",遭,次,-0.3705698549747467,"次, 个, 回","-0.3706, -1.9204, -2.5992"
427,苹果 书店 三 天 卖 了 35 万 [MASK] 电子 <h>课本</h> 啦 !,册,本,-0.5005506277084351,"本, 册, 份","-0.5006, -1.2541, -3.0644"
428,"有 人 说 有 话 直 说 , 不 要 憋着 , 才 是 兄弟 太 幼稚 了 无话不说 的 兄弟 是 小时候 所谓 兄弟 殊 不 知 一 [MASK] 成熟 的 <h>男人</h> 对 朋友 该 拿捏 的 是 什么",个,个,-0.02028285339474678,"个, 位, 名","-0.0203, -4.9457, -5.4447"
429,昨晚 睡觉 冷得 半死 某 人 11 点 多 下班 回来 往 被窝 里 伸进 一 [MASK] <h>热水袋</h> 然后 我 就 暖乎乎 地 一 觉 睡 到 天亮 谢 啦 !,个,个,-0.20143315196037292,"个, 只, 把","-0.2014, -2.5550, -3.1400"
430,"要 找 一 [MASK] 自己 喜欢 又 喜欢 自己 的 <h>人</h> 在一起 , 又 有 美好 结局 , 实在 太 难 , 叫人 不 敢 期待 。",个,个,-0.053806696087121964,"个, 群, 对","-0.0538, -3.9131, -4.3151"
431,我 应该 感到 很 幸福 才 对 有 [MASK] <h>人</h> 知道 我 没 车 回去 二话不说 就 来 接 我,个,个,-0.28558778762817383,"个, 些, 位","-0.2856, -1.7111, -3.4349"
432,"大年初四 , 财神 兵 分 五 [MASK] 正向 你 家 进发东路 <h>招财</h> , 西路 聚财 , 南路 敛财 , 西路 纳 财 , 中路 发财 。",路,路,-0.0004516071348916739,"路, 道, 行","-0.0005, -7.9767, -9.5875"
433,"孤单 只 表示 身边 没有 别人 , 但 寂寞 是 一 [MASK] 你 无法 将 感受 跟 别人 沟通 或 分享 的 心理 <h>状态</h> 。",种,种,-0.021511683240532875,"种, 个, 些","-0.0215, -3.9277, -7.5350"
434,"刚才 一 [MASK] <h>qq</h> 停 在 拐角 角落 , 问题 是 它 对面 也 停 了 车 。",辆,辆,-0.3471621572971344,"辆, 个, 家","-0.3472, -1.5481, -4.2641"
435,唉哟 的 那 [MASK] <h>马</h> 呀 1327649022477,个,个,-0.7753486633300781,"个, 只, 匹","-0.7753, -2.0012, -2.1614"
436,发 了 两 [MASK] <h>菜</h> 居然 有 这个 介货 不 是 种 在 路边 美化 环境 的么 谁 能 告诉 我 这 到底 怎么 吃 啊,箱,个,-0.6904246807098389,"个, 条, 张","-0.6904, -2.4586, -2.7905"
437,你 看 你 那 [MASK] <h>贱样</h>,个,副,-0.8106682300567627,"副, 个, 张","-0.8107, -1.1270, -2.2243"
438,"Hardpack 情 義兩 難全 之 玩爆 你 個腎 第 8 [MASK] 台灣 <h>下篇</h> KB 東區 兜個圈 撻嘢 嚇親 范曉萱 萬眾 期待 台灣篇 , 爆 范曉萱 真 係堅 , KB 撻完嘢 走先 , 留 低 萱萱 一 頭煙 , 究竟 KB 去 咗邊 大家 一齊去 睇片 !",回,集,-0.518309473991394,"集, 章, 回","-0.5183, -1.6504, -2.8250"
439,现在 都 不 演 这 [MASK] <h>类型</h> 的 角色 了 !,种,种,-0.6141737103462219,"种, 个, 些","-0.6142, -1.2736, -2.3355"
440,"亲爱 勒雪 , 虽然 你 清早 八 晨 一 [MASK] <h>电话</h> 打扰 了 我 美 梦 , 但是 我 和婷 还是 最 爱 你勒 !",通,个,-0.7070599794387817,"个, 通, 点","-0.7071, -2.0127, -2.4603"
441,"祝贺 祝贺 马大帅 同学 顺利 通过 第一 关 , 撒 花 撒 花 zeng [MASK] <h>zeng</h> 棒 也 预祝 接 下来 得 两 关 顺利 通过 噢 。",棒,棒,-0.021135205402970314,"棒, 点, 顶","-0.0211, -5.6291, -6.0222"
442,佩佩 就 是 TM [MASK] <h>人渣</h> 。,个,个,-2.099555015563965,"个, 级, 种","-2.0996, -3.4398, -3.5781"
443,再 和 大家 分享 一 [MASK] 外国 <h>给力</h> 的 cos 道具 服装 和 强大 的 后期 想 知道 更 多 外国 cos 推荐 关注 的 微博 喜欢 的 就 转 走 吧 原文 地址,组,下,-0.33253902196884155,"下, 些, 个","-0.3325, -1.8767, -3.2777"
444,每 [MASK] <h>深夜</h> 都 不 忘 让 噩梦 吓醒 记 我 记得 那么 清,个,次,-0.2347417175769806,"次, 个, 回","-0.2347, -1.7338, -4.1571"
445,"初三 今天 出发 顺德 早起 , 泡 [MASK] <h>热水澡</h> 再 更 衣 !",个,个,-0.01726187765598297,"个, 点, 下","-0.0173, -5.3209, -6.1731"
446,"给 自己 [MASK] <h>教训</h> , 明天 午饭 晚饭 不 准 吃 了 , 哪儿 也 不 去 了 , 回家 反省 去 大家 找找 我 在 哪 ?",个,点,-0.9726270437240601,"点, 个, 下","-0.9726, -1.0801, -2.0480"
447,"何必 呢 , 总 会 有 那么 一 [MASK] <h>人</h> 出现 的 不 是 吗 ?",个,个,-0.8673943877220154,"个, 些, 群","-0.8674, -1.4575, -2.1885"
448,后来 才 知道 后者 是 前者 旗下 的 另 一 [MASK] <h>牌子</h> 。,个,个,-0.09634897857904434,"个, 种, 家","-0.0963, -3.8544, -4.4071"
449,"在 桂平 西山 龙华寺 看到 的 <h>灵芝</h> , 师父 说 这 是 第四 [MASK] 灵芝",株,种,-1.5459685325622559,"种, 颗, 个","-1.5460, -1.7558, -2.4007"
450,"做 一 [MASK] 坚强 的 <h>女子</h> , 坦然 面对 , 勇敢 体会 。",个,个,-0.060170773416757584,"个, 名, 位","-0.0602, -3.1225, -4.3854"
451,还是 那 [MASK] <h>树</h> 雪后,棵,棵,-0.1149681955575943,"棵, 个, 片","-0.1150, -3.8238, -3.9825"
452,"原来 感 叫 抓字虱 , 原来 感叫扮 可怜 , 原来 我 已经 学识 每 打 完 一 [MASK] <h>电话</h> 都 爆 粗",次,个,-0.5306593179702759,"个, 次, 通","-0.5307, -1.5975, -2.4318"
453,"等 遇上 盗猎者 的 时候 , 仅 有 队长 和 记者 , 面对 盗猎 者 数十 [MASK] <h>枪</h> 盗猎者 利诱 的 , 日 泰 队长 依然 毫 不 畏惧 , 最终 命丧 枪口 。",杆,把,-0.6578535437583923,"把, 支, 个","-0.6579, -2.5530, -2.7615"
454,"在 游戏 大树 中 获得 了 成就 紫色 闪电 , 成为 微博 第 18 [MASK] 获得 该 成就 的 <h>人</h> , 你 想 和 TA 比 试 一下 吗",位,位,-0.4094059467315674,"位, 个, 名","-0.4094, -1.2750, -3.0663"
455,"虽然 由于 种种 原因 不 能 回家 过年 , 但 大年 初一 在 和 最 好 的 朋友 一起 游 公园 中 度过 , 原有 的 郁卒 也 渐渐 淡化 , 感觉 也 别 有 一 [MASK] <h>滋味</h> !",番,番,-0.006698282435536385,"番, 种, 份","-0.0067, -5.4916, -6.7092"
456,"下午 , 年 前 的 最后 一 [MASK] <h>上课</h> , 结束 以后 就 迎来 真正 的 假期 了 , 加油",次,次,-0.19776281714439392,"次, 节, 个","-0.1978, -2.4837, -3.2762"
457,皇 马 什么 时候 能 赢 一 [MASK] <h>吖</h>,次,场,-0.6535361409187317,"场, 个, 次","-0.6535, -2.3373, -2.6021"
458,看看 远处 不 一定 爱 你 的 那 [MASK] <h>人</h> 早 就 等 在 那里 。,个,个,-0.17529888451099396,"个, 些, 群","-0.1753, -2.1273, -3.8782"
459,最近 人 都 跑到 哪去 了 连 [MASK] <h>鬼</h> 影都 看 不 到 今天 真 是 差到 了 极点 了,个,个,-0.2865614891052246,"个, 发, 些","-0.2866, -3.6042, -3.6973"
460,"这 [MASK] <h>宝贝</h> 这 两 天 问 的 人 满 多 好客 茶具 大号 孟宗竹 乌金 石 茶盘 茶 具 茶 海特价 67 x 345 x8 , 价格 29800 元 , 见",件,个,-0.4535217583179474,"个, 位, 家","-0.4535, -2.9343, -2.9797"
461,我 很 喜欢 这 [MASK] <h>氛围</h> 。,种,种,-0.48573464155197144,"种, 个, 样","-0.4857, -1.0694, -4.5825"
462,台上 的 十八 [MASK] <h>武艺</h> 是 台下 挤出 空闲 时间 辛苦 排练 的 成果 呀 !,般,般,-0.25029200315475464,"般, 套, 段","-0.2503, -3.7229, -3.8131"
463,"下午 困死 了 , 于是 五点多 开始 睡 , 又 是 乱七八糟 一 [MASK] <h>梦</h> 。",队,个,-0.28255969285964966,"个, 场, 团","-0.2826, -1.9274, -4.4235"
464,上传 了 6 [MASK] <h>照片</h> 到 相册 向日葵怂,张,张,-0.029411055147647858,"张, 组, 个","-0.0294, -4.5952, -4.7095"
465,"推荐 给 大家 一 [MASK] 不错 的 小 <h>工具</h> 红烧 肉 的 做法 , 实用 又 方便 , 真的 很 赞 哦 !",个,个,-0.7352488040924072,"个, 些, 款","-0.7352, -0.8988, -2.5066"
466,旁边 坐 着 一 [MASK] 神神 叨叨 不 讲 卫生 的 极品 <h>恶男</h>,个,个,-0.09634766727685928,"个, 位, 群","-0.0963, -3.3876, -3.7629"
467,"熬夜 , 各 种痘 , 各 [MASK] <h>肿好累</h> , 我 真的 受 不 了 夜生活 了 青瓜 面膜 我 爱 你 , 快点 让 我 的 皮肤 恢复 水嫩 细 滑",种,种,-0.01101415790617466,"种, 个, 类","-0.0110, -4.9391, -6.8198"
468,"我 一直 非常 非常 非常 想要 说 一 [MASK] 非常 帅气 的 <h>对白</h> , 那 就 是 , 这 辈子 我 买 过 房子 , 也 买 过 车子 , 但是 我 买 过 最 贵 的 , 是 梦想 !",句,个,-0.5392500758171082,"个, 句, 段","-0.5393, -1.1180, -2.7698"
469,上传 了 1 [MASK] <h>照片</h> 到 相册 迦南,张,张,-0.030956478789448738,"张, 组, 个","-0.0310, -4.1341, -4.9762"
470,一 [MASK] <h>人</h> 开 在 空无一人 的 路 上 。,个,个,-0.9984526634216309,"个, 群, 行","-0.9985, -1.4772, -1.5974"
471,原来 每 [MASK] <h>情歌</h> 都 可以 对号 入座 。,首,首,-0.023153087124228477,"首, 句, 个","-0.0232, -4.5499, -5.7181"
472,上传 了 8 [MASK] <h>照片</h> 到 相册 最 臭美 的 人 !,张,张,-0.024141298606991768,"张, 组, 个","-0.0241, -4.5564, -5.0105"
473,既然 如此 那么 好 吧 让 我 好好 睡 一 觉 吧 睡 掉 心 中 的 疑惑 睡去 那 [MASK] 力求 真相 的 <h>冲劲</h> 也 睡去 我 那 日渐 加深 的 黑眼圈 吧 。,份,股,-0.363321453332901,"股, 种, 些","-0.3633, -1.4750, -3.4393"
474,"做 了 梦 如下 带 着 我 去 完成 一 [MASK] 艰巨 的 <h>使命</h> , 每 人 身 上 都 背 有 功率 强大 的 电源 。",项,个,-0.5292299389839172,"个, 项, 份","-0.5292, -1.3293, -3.1385"
475,一 [MASK] <h>迎</h> 春花,组,朵,-2.2767415046691895,"朵, 声, 路","-2.2767, -2.3793, -2.6882"
476,又 要 备战 新 一 [MASK] <h>考试</h> 。,轮,轮,-0.2271895557641983,"轮, 届, 次","-0.2272, -2.3280, -3.0315"
477,"这 [MASK] <h>尺子</h> 只要 你 走 过 就 会 自动 伸长 , 然后 到 直 到 承受 不 住 自身 重量 倒下 。",排,个,-1.0762982368469238,"个, 种, 把","-1.0763, -1.1645, -2.5278"
478,"一 [MASK] <h>菜</h> 半 小时 杀光 , 闲 得 无聊 , 咱就 来 炫炫 富 吧 !",桌,个,-2.0010550022125244,"个, 盘, 桌","-2.0011, -2.3368, -2.5587"
479,"8 [MASK] <h>钟</h> , 完成 !",个,分,-2.035646677017212,"分, 点, 个","-2.0356, -2.1816, -2.4417"
480,调 三 [MASK] <h>闹钟</h> 就 不 信 明天 起 不 来,个,个,-1.0809842348098755,"个, 次, 下","-1.0810, -1.1425, -1.6867"
481,"到 最后 就 我 一 [MASK] <h>清醒</h> 的 , 搞 毛 啊",个,个,-0.1117035448551178,"个, 脸, 样","-0.1117, -3.9119, -4.1765"
482,"我 的 飞车 成就 完成 <h>剧情</h> 任务 飞跃 地平线 英雄 难度 第 8 关 , 又 要 等待 下 一 [MASK] 剧情 了 。",个,个,-1.1268752813339233,"个, 章, 段","-1.1269, -2.0384, -2.1046"
483,一 [MASK] 野 f 等 <h>住</h> 我 整 。,堆,个,-1.4978574514389038,"个, 路, 家","-1.4979, -2.7603, -2.8858"
484,"发 一 [MASK] 今天 败 得 水仙 的 <h>照</h> , 看看 明天 会 开 了 多少",张,张,-0.1973830759525299,"张, 下, 个","-0.1974, -2.8603, -3.1542"
485,"看见 陈大可 她 我 就 想起 了 我 前 [MASK] 准 <h>老婆婆</h> , 我 还 不 能 像 李小璐 那么 面 , 打 起来 就 不 好 了 啦 , 我 这 也 是 为 和谐 社会 做 贡献 , 祝你 早日 找到 大面 瓜 媳妇儿 。",任,任,-1.2350311279296875,"任, 辈, 面","-1.2350, -1.4123, -1.6695"
486,"这 是 游人 曾 为 龙庆峡 拟 的 一 [MASK] <h>对联</h> , 或许 , 它 道出 了 这 片奇山 丽水 的 底蕴 。",副,副,-0.31881585717201233,"副, 幅, 首","-0.3188, -1.5209, -4.2070"
487,"扇面 墙 背面 塑 有 玲珑 别致 的 须弥山 , 山间 塑有 罗汉 狮象 等 , 中部 有 一 [MASK] 明代 彩塑 观音 <h>坐像</h> , 头 戴 宝冠 , 肩 披 璎珞 飘带 , 胸 臂 裸露 圆润 , 一 足踏莲 , 一 足 踞起 , 双 手 抚膝 。",尊,尊,-0.1366492509841919,"尊, 座, 个","-0.1366, -2.3796, -4.8694"
488,四 期 不 看 城画然 後 好像 不 認識 了 翻 兩三頁 就 是 篇 想 假裝 不 是 廣告 的 廣告 大膽 的 配圖 一 大 [MASK] <h>密密麻麻</h> 的 文字 原來 的 小 清新 大 希望 去 哪 兒了,片,堆,-0.12369009852409363,"堆, 篇, 串","-0.1237, -3.5041, -4.0263"
489,很 久 没有 坐 过 家 里 的 公车 了 去 问 朋友 结果 朋友 一 [MASK] 看 外星人 的 <h>样子</h> 说道 你 还是 不 是 梅州 人好 郁闷 啊,副,脸,-0.800256073474884,"脸, 眼, 起","-0.8003, -1.6297, -2.6413"
490,"刚刚 在 德克萨斯 扑克 游戏 中 与 同桌 PK , 以 一 [MASK] 葫芦 <h>牌型</h> 赢取 了 198 筹码 !",手,张,-1.1764620542526245,"张, 个, 副","-1.1765, -1.3311, -1.8863"
491,到头来 我 两 [MASK] <h>妹妹</h> 才 是 最 懂 我 的,个,个,-0.04116237908601761,"个, 位, 只","-0.0412, -3.3193, -7.0221"
492,珊记 话 俄 发 左 呢 [MASK] <h>微博</h> 就 有 好 多 好多 人 关注 俄 噶啦 大家 多 D 支持 啊啊 啊啊 啊啊 。,条,发,-1.2754507064819336,"发, 个, 点","-1.2755, -1.8670, -2.9513"
493,这 是 一 [MASK] 大大 的 <h>赌注</h> 我 想 知道 答案,个,个,-0.5565609335899353,"个, 场, 笔","-0.5566, -1.2777, -3.5454"
