id,tagged,classifier
LWC_3402499836665027_05,工作 一 _ 礼拜 我 辞职 回 学校 考试 。,个
LWC_3403970154845034_01,"非常 感谢 爱心 之 旅 , 在 协会 我 锻炼 了 很多 , 无论 现在 还是 以后 , 爱心 之 旅 永远 是 一 _ 令 我 心灵 放松 的 地方 。",个
LWC_3406224479583062_02,我 好像 一 _ 梦游者 。,个
LWC_3405077874516944_01,综上所述 王菲 哭鼻子 只有 两 _ 原因 1 她 唱 不 上去 找 不 准 音 伤心 的 哭 了 。,个
LWC_3406587245000735_01,"小子 , 不 是 每 _ 人 都 能 玩 漂移 啊",个
LWC_3401051334146680_01,"我 在 格瓦拉 生活 网 看到 一 _ 很 有意思 的 活动 猜猜 我 是 谁 , 数数 躲 在 天宫 中 的 大 明星 跟 大家 分享 一下 来自 格瓦拉 生活 网",个
LWC_3399982845610350_04,"文言文 阅读 我 连 题目 都 叫 不 出来 , 读 了 半 天 就 知道 它 在 讲 一 _ 喝 酒 的 男人 , 怒 , 掀桌 !",个
LWC_3407148095103709_02,"恋爱 , 一 _ 追求 不 自由 的 过程 , 当 你 埋怨 太 不 自由 的 时候 , 就 是 你 不 爱 他 的 时候 。",个
LWC_3404273084114196_01,"刚才 看见 一 _ 宝蓝色 的 保时捷 , 帅 去 了 ,",个
LWC_3406969723612284_04,不 信 你 也 找 _ 摊头 试试 !,个
LWC_3401717263787027_01,"在 辅导 讲解 某 企业 2012 年 目标 任务 时 , 着重 分析 了 当下 几 _ 忽悠人 的 概念 创新 细节 学习 。",个
LWC_3406974987389774_01,"我 已经 连续 三 天 , 每 天 被 一 _ 之前 关系 不错 , 但是 由于 种种 原因 而 失去 联系 的 老 朋友 联系 到 , 这 几率 让 我 感觉 我 很 幸运 。",个
LWC_3400490438234779_03,你 挖 _ 鼻屎 非 得 这么 销魂么,个
LWC_3402758663560096_05,过 年 回 不 去 家 一 _ 人 在 外面 我 他 妈 容易 吗 我 ?,个
LWC_3401551085639539_01,他 妈 现在 的 城管 就 是 黑 今天 中午 一 _ 开 电动车 的 大伯 拉活 城关 管 看到 了 就 直接 把 大伯 从 车上 拉 下来,个
LWC_3405290458794349_01,"昨天 越 完 都 不 知道 下点 什么 , 就 搞 了 这 几 _ 常 见 游戏 。",个
LWC_3400313437395762_05,"我 想 要 _ 落脚亭 , 可是 , 寻觅 无踪 。",个
LWC_3404641117493422_01,秀 下家 里 的 两 _ 小 主人 !,个
LWC_3403921534303533_01,"我 下 了 一 _ 二 扯子 的 主题 , 哈哈哈 。",个
LWC_3403255734780294_01,"到家 一 开门 , 好嘞 , 早上 卧室 灯 又 忘关 了 翻开 手机 , 好嘞 , 三十七 _ 未 接来 电 , 节前 上班 的 最后 一 天 忘 了 带 手机 , 是 多么 消停 的 一 天 。",个
LWC_3400210162283517_01,"突然 发现 八点半 睡 和 十一点半 睡 没啥 区别 , 还是 那么 困 , 所以 决定 不 再 浪费 这 三 _ 小时 时间 在 睡觉 上 了 恢复 之前 的 作息 时间",个
LWC_3400206486767038_01,"爷爷 七 几 年 就 过世 了 , 奶奶 一 _ 人 真的 很 不 容易 , 我 真的 很 怕 我 哪 天 会 失去 她 或许 我 应当 长 时间 休息 一下 不然 我 会 内疚 一 辈子",个
LWC_3403615802759074_02,心情 那 _ 美丽 啊 !,个
LWC_3405325627651118_01,"我 一直 希望 能 有 一 _ 过年 能 下雪 , 不过 从 没 实现 过 , 今年 终于 下 了 , 难道 是 认识 你 的 缘故 ?",个
LWC_3404769135861829_01,"新 的 一 年 就 只有 1 _ 小时 多 了 , 希望 我们 能 在 新 的 一 年 , 有 新 的 开始 , 新 的 作为 。",个
LWC_3407304274029909_01,前晚 发 左 _ 噩梦 。,个
LWC_3404113683652908_03,评 2011 年 全 国 财政 收入 超 10 万亿 元 _ 税 增幅 超 25,个
LWC_3400188236636467_03,"才 睡 了 几 _ 小时 呀 , 快困 shi 了 。",个
LWC_3404280554076074_03,"许多 年 后 , 不 求 多少 人 能 记得 我 , 但 求 偶然 提起 时 , 会 有 那么 零星 几 人 恍恍惚惚 地 记起 哦 , 是 有 这么 一 _ 人 , 嗯 , 她 人 不错 。",个
LWC_3402536397071599_01,"天 沙十二 式 电影 名 , 从 公圆 895 年 前 , 有 一 _ 叫 刘世杰 的 人 。",个
LWC_3406559604737444_01,"1 如果 发 短 信息 给 一 _ 人 , 他 不 回 。",个
LWC_3401131411447108_01,"晚上 的 时间 总是 那么 快 , 最后 一 _ 大 活 , 完事 都 败来各勒 我 了 , 哥 要 过 年 啦",个
LWC_3406558589379261_01,"打 左阵 , _ 场 唔错",个
LWC_3406115327203871_01,"3 _ 小时 , 踢好 。",个
LWC_3403806006540264_01,"学习 做 _ 傻 女人 , 不 对 自己 的 男人 太 较真",个
LWC_3400123122263769_04,"这 两 年 来 你 的 改变 真的 很 惊人 , 下 一 _ 人 应该 会 很 幸福 吧 , 不 会 再 像 我 一 开始 那样 了 。",个
LWC_3402413424528494_01,"回家 的 人 真 是 无法 用 一 _ 多 字 形容 了 , 终于 上车 了 , 但 已经 被 挤得 转向 了 !",个
LWC_3405168492608757_01,要 幸福 噢 爱 你们 两 _ 人 十 指 相 扣 幸福,个
LWC_3404512234872162_01,"对于 一 _ 连 招呼 都 不 敢 和 你 打 的 人 , 你 还 能 指望 他 什么 呢",个
LWC_3402490655831880_03,为 您 的 另 一半 准备 一 _ 最 难忘 的 情人节 吧 !,个
LWC_3405996198860855_01,你 打过 最 长 的 电话 是 多久 8 _ 小时 。,个
LWC_3407040246699654_01,好 神奇 居然 五点 多 了 我们 聊 了 一 _ 通宵,个
LWC_3400788219442123_01,"剪 了 _ 超酷 , 超有型 的 光头 !",个
LWC_3402878733920734_03,试用期 没 过 呢 都 有 _ 小 红包 !,个
LWC_3400700765705872_01,有 一 _ 黄昏 我 回到 那里,个
LWC_3402226091210981_04,"有 人 告诉 我 要 赶紧 去 医院 做 手术 , 然后 就 要 成天 用 纱布 包住 _ 眼睛 。",个
LWC_3401267922200250_01,母 爱好 时光 手机 报 育儿 贴士 怎样 做 _ 好 妈妈 1 坚持 读书 给 孩子 听 。,个
LWC_3403910415266522_01,"100 元 , 查出 并 修复 一 _ net 程序 错误",个
LWC_3404475463127687_01,"拥挤 的 超市 , 一 _ 给 自己 买 年 货 , 凄惨 啊",个
LWC_3405768173009847_03,简直 不 是 一 _ 好字 可以 形容 的 。,个
LWC_3402208689610429_01,这 是 _ 什么 社会 ?,个
LWC_3407237068697285_03,"这些 年 重庆 的 发展 速度 已 远超 当年 的 深圳 , 很多 地方 几 天 就 一 _ 样 , 气魄 和 格局 都 。",个
LWC_3400827704941471_01,我 以为 牵 _ 手 看 星星 就 是 最 浪漫 的 事 看来 我 是 醉 了 或者 睡着了,个
LWC_3403769574582918_01,"为什么 我 会 象 _ 怨妇 一样 爱 抱怨 , 爱 计较 了",个
LWC_3402145351565555_01,"我 参与 了 发起 的 投票 2011 快 女 嘴 实力 的 , 我 投给 了 刘忻 这 1 _ 选项 。",个
LWC_3405037068091068_01,"一 _ 突然 镜头 , 吓死 我 了",个
LWC_3406517040357749_01,"衣服 可以 配搭 , 妆 可以 画 , 所以 要 说 检验 美女 , 泳池 温泉 是 _ 好 地方 露天 泳池 温泉 那 就 更 完美 啦 !",个
LWC_3401739435133195_01,"我 参与 了 发起 的 投票 如果 李斯丹妮 和 杨洋 PK 你 支持 谁 , 我 投给 了 杨洋 这 1 _ 选项 。",个
LWC_3402378981810847_03,"千万 不 要 误 以为 , 对方 是 一 _ 只 会 爱 别人 而 不 需要 别人 去 爱 的 人 , 因为 这样 的 人 是 不 存在 的 。",个
LWC_3406599459083868_03,希望 明天 是 _ 好 天气 。,个
LWC_3402526896872000_01,唔 想 要 一 _ 哥哥 或者 姐姐 那 坨哥哥 姐姐 都 太 远 了 啊啊,个
LWC_3400991014537418_01,吃 了 一 _ 礼拜素 从 头 两 天 想 吃 肉 想到 浑身 不 舒服 到 现在 看到 肉 没有 欲望 转变 之 大 令 我 意想不到,个
LWC_3400242114394875_01,"历史 半 _ 钟 搞定 了 , 啥概念 。",个
LWC_3403285019216803_01,无 行 的 伤害 了 _ 朋友,个
LWC_3405321160716950_02,"中兴 V880 大家 再 看看 程序 列表 , 如果 出现 了 一 _ 骷髅 安卓 小 人 的 图标 的话 , 说明 临时 root 成功 。",个
LWC_3404300452043580_01,"我 在 这里 玛吉阿米 餐 吧 一 _ 人 坐 在 玛吉阿米 , 等待 今天 最后 到 的 TX 。",个
LWC_3401653535478345_01,剪 _ 头发 就 这么 困难么 ?,个
LWC_3401424260665620_01,"越 是 看 清楚 一 _ 人 丑恶 的 嘴脸 , 就 越 是 无法 原谅 他 , 甚至 还 会 回想 他 过去 的 种种 不堪 , 俗语 说 的 好 , 狗 改 不 了 吃 屎",个
LWC_3402403722964717_01,"找 不 到 满汉 楼 , 一 _ 帅 锅 把 我 送 过来 啦咩 哈哈 o",个
LWC_3407074983767592_01,"早睡 早起 , 从 内 到 外 做 _ 精致 的 人 !",个
LWC_3405496503974206_01,对 你 的 爱 永 不 移 不知不觉 爱 你 已经 有 五 _ 年头 期待 今年 2 月 22 日 你 的 生日 乐天派 LOMO 森林 千方百计 破晓 VISION YOU ARE MY LIFE,个
LWC_3404968964958237_02,", 我 投给 了 喜欢 疯子 , 陈思成 这 1 _ 选项 。",个
LWC_3406084498757696_01,想 念 一 _ 人 有时 也许 会 面带微笑 。,个
LWC_3400811866989209_01,"在 路 上 , 今晚 注定 是 _ 不眠夜 , 各位 亲 , 明年 见",个
LWC_3400861105323185_04,"虽然 你 已经 在 家里 的 企业 工作 了 , 虽然 你 也 有 是 _ 独立 的 人 了 。",个
LWC_3407146844604480_01,"分享 图片 深深 地 爱 一 _ 人 , 你 藉 此 所 建立 的 不 只 是 与 这个 人 的 联系 , 而且 也 是 与 整个 人生 的 联系 。",个
LWC_3403298184448245_05,做 _ 投资 试试 。,个
LWC_3404007668443970_01,吃完 古 餐 就 过 年 咯太 爱 你 了 在 我 无 开心 _ 时候 有 你 陪 我 出去 吃 也 果然 是 无话 得 啊,个
LWC_3405805393226576_01,塞机 2 _ 钟 终于 翻到 了,个
LWC_3403075647796138_01,"昏昏 沉沉 勉强 睡 了 几 _ 小时 , 起床 了 , 早 !",个
LWC_3403395988090314_03,就 是 那 _ 灰色 的 小 人,个
LWC_3403435460594072_01,"有 一 _ 黑人 , 在 沙漠 里 渴死 了 。",个
LWC_3400993136625089_01,"错过 的 一 _ 人 , 那 人 便 再 与 你 无关 。",个
LWC_3402050063602351_01,"一 _ 晚上 , 只要 儿子 翻身 , 他 就 会 摸摸 我 的 脸 问 , 是 妈妈 吗 ?",个
LWC_3400907251507672_02,"忘 了 自己 吧 , 忘 了 那些 曾经 看似 伤害 的 伤害 , 忘 了 那些 过去 难以 释怀 的 怨恨 , 过去 的 无法 挽回 , 就 让 它 随着 时光 的 流逝 而 散去 吧 , 免 得 累赘 , 然后 给 自己 的 心灵 放 _ 假 。",个
LWC_3403805465088353_02,"公司 业绩 超出 预期 , 安信 证券 认为 , 主要 是 基于 以下 两 _ 原因 。",个
LWC_3400853530646100_05,"一 _ 人 的 宿舍 , 好 戏 在 身 后 。",个
LWC_3407211034354041_01,"我 好像 在 海岸 城 见到 你 和 一 _ 女 的 , 但是 我 没 带 眼镜 , 不 确定 是 不 是 。",个
LWC_3402875198051968_02,", 我 投给 了 火药 这 1 _ 选项 。",个
LCMC_A24_0011_01,"湖南省 农业 部门 今年 在 安排 果茶 生产 中 , 很 注意 市场 的 信息 , 确定 今后 柑桔 要 大力 推广 农业部 评出 的 湖南 蜜柑 、 脐橙 、 冰糖 橙 等 8 _ 部优 产品 , 改造 低产 果园 , 提高 单位 面积 产量 , 推广 保鲜 技术 。",个
LWC_3401773389959883_03,"直 到 又 看到 宫崎骏 的 童话 , 我 意识 到 我 还 是 我 , 我 想 大家 喜欢 他 正 是 因为 他 让 我们 找回 了 童年 , 找回 了 自己 , 找回 了 人性 中 最 真诚 最 美好 的 东西 , 而 这 正 是 每 _ 人 最 渴望 的",个
LWC_3403920451371749_01,今天 去 南山寺 抽 了 _ 婚姻 下下 签 。,个
LWC_3405041685269873_01,大年 初一 我 对着 一 _ 修 完 之后 变 得 无比 龟速 的 本本 很 是 无聊 还 要 把 我 的 QQ 表情 都 整 没 了 我 的 回忆 啊 我 要 找 谁 要 啊啊,个
LWC_3406109316090420_02,2 交 _ 美国 男朋友 果然 对 提高 英语 很 有 帮助 。,个
LWC_3403885585054802_01,倒数 36 _ 钟头 。,个
LWC_3400654850823380_02,莹芳 Katear 又 完成 了 一 _ 市民 的 心愿 。,个
LWC_3400711560591586_01,"坑 爹 啊 , 才 刚刚 开学 第二 _ 星期 , 上课 时 就 要 昏 了 , 科学 课 是 华丽丽 的 听 不 懂 啊 !",个
LWC_3400987856169368_01,"这个 奖 很 大 哦 , 中 了 就 可以 过 _ 好 年 了 。",个
LWC_3400815001240551_01,中 有 23 _ 钟 先 起飞 。,个
LWC_3406485956715618_01,安顺 是 _ 文化 底蕴 很 强 的 古城 这里 诞生 了 革命 烈士 王若飞,个
LWC_3403510156628048_01,", 那 _ 音画 分离 的 技术 给 我 好好 讲解 一下呗",个
LWC_3405139876585057_01,在 2012 的 初一 的 晚上 我 奔波 在 中国 最 长 的 公路 上 耗 着 全 世界 最 贵 的 油 为了 见 听 起来 比较 不 现实 的 那 _ 他 嘿嘿 小妞 我 的 胆子 比较 大,个
LWC_3404845098796733_01,"新年 的 第一 _ 好 消息 , 实在 是 让 我 兴奋 不已 , 心想 事成 的 感觉 真的 很 nice 希望 2012 龙年 大吉",个
LWC_3404853692652672_02,"而 同样 的 , 也 不 是 每 一 _ 我 可以 遇见 像 你 这样 的 女人 。",个
LWC_3402115825744535_01,来来 吃饭 了 吃饭 了 饿 的 很 哎 一 _ 人 寂寞 求是 的 。,个
LWC_3407185571108990_02,你 TM 就 不 是 _ 男人 !,个
LWC_3401017421246173_04,"祝福 宝姐 越来越 漂亮 , 越来越 红 , 再 就 是 一定 要 找 _ 好 老公 , 幸福 地 嫁 了 !",个
LWC_3406312071280853_02,"烂 春运 , 狗屁 春运 , 真的 是 折磨人 , 姐姐 我 一 _ 晚上 冒 睡 。",个
LWC_3400045498198779_01,伸 _ 懒 !,个
LWC_3402486484950451_02,"中 左 _ 细 奖 , 天翼 手机 哈哈 !",个
LWC_3400591894465208_02,翔鸥 的 微博 又 完成 了 一 _ 市民 的 心愿 。,个
LWC_3405738141948621_01,"草原 路 上车 吊 在 半坡 了 , 一般 没有 经验 的 司机 根本 上 不 去 , 我们 折腾 了 半 _ 小时 。",个
LWC_3401868820720029_01,"女儿 想 在 深圳 跟 表姐妹 多 呆 几 天 再 回 台湾 , 女儿 知道 机票 改签 后 那 _ 高兴 劲儿 , 真的 感染 了 我 。",个
LWC_3402478322755842_02,"当 公车 驶到 了 一 _ 大 站 , 眼看人 越来越 多 , 挤得 连 喘气 都 有 困难 不 一会 小姐 拿 的 鲜乳 竟然 被 人潮 挤 破 了 鲜乳 沾满 了 她 的 。",个
LWC_3402840152461267_02,我们 有 一 _ 共同 的 星座 你 知道 吗 ?,个
LWC_3402492039310292_01,小 年夜 每 _ 地方 不 一样 吖 !,个
LWC_3400362233349768_03,一 _ 人 静静 的 。,个
LWC_3400489246800937_01,每 _ 女孩 都 是 公主 。,个
LWC_3400294613147180_01,"打 电话 开 漫游包 , 回 资中 接 电话 不 要 钱 , 坐 后面 那 _ 瓜 娃子 听 我 开 资中 的 漫游包 , 他 问 这个 车到 哪里 , 那些 人 说 龙泉 , 他 还 以为 自己 坐 错车 了 , 傻 到 天真",个
LWC_3402993532006384_01,真心 希望 我 是 在 数学课 上 睡着 了 忽然 被 同桌 推醒 狼 走 下来 了 现在 的 这 一切 都 只 不过 是 一 _ 梦 看看 小学部 看看 功臣 塔 一切 都 还 有 希望,个
LWC_3404896242412910_01,"大家 过年 好 某 人 非 说 要 年初一 大 早上 再 打 电话 拜年 , 于是 累 的 不 行 的 两 _ 人 瞪 着 眼 数 分钟 ing 明年 绝 不 挑 这 时候 了 。",个
LWC_3402486495221397_01,"自我 陶醉 度 45 你 是 一 _ 对 自己 的 优缺点 非常 了解 的 人 , 认为 没有 十全十美 的 人 , 所以 对于 这样 的 自己 已经 非常 满意 了 。",个
LWC_3402323963694630_02,"再 五 _ 工作日 就 可以 结束 这 年 的 工作 了 , 善始 善终 , 一起 微笑 加油 !",个
LWC_3403241218357958_04,据说 是 想 开 _ 玩笑 吓吓 我 。,个
LWC_3402884475791001_01,"我 参与 了 发起 的 投票 选出 你 心 中 的 年度 金曲 , 我 投给 了 陈翔 告白 这 1 _ 选项 。",个
LWC_3405602217070977_06,两 _ 人 都 憋 着 。,个
LWC_3405070794335500_01,"窝 在 家 烤火 的 我 不 止 被 一 _ 人 说 样子 搞笑 了 但 , 这样 不 是 才 正儿 八 经 烤 得 热火 吗 ?",个
UCLA_M_34050_01,可能 到 时候 这个 心灵 还 没有 被 数字化 的 纯真 洁净 的 心 乡 中 还 会 浮 起 那 神圣 的 两 _ 字 吧 。,个
LWC_3402061884881687_01,iPhone 的 29 _ 使用 小 技巧 拥有 iPhone 。,个
LWC_3404479942172155_01,"昨 _ 凌晨 路过 一 酒 吧 门口 , 有 一时 尚 女性 趴 门口 嚎啕大哭 啊啊 , 呜呜 , 我 不 要 你们 可怜 我 啊 !",个
LWC_3404243438867323_02,"呢 _ 时候 真 怀念 准备 过 年 的 乡下 , 特别 有 感觉",个
LWC_3405305742387741_01,我 的 简介 改为 我 是 一 _ 比较 合格 的 听众 比较 喜欢 上 扣扣 聊天 的 人 若 各位 有 什么 不 开心 可以 来 我 这 倾诉 和 发泄 哦 保证 骂 不 还 口 也 保证 不 会 传 出去 的,个
LWC_3407156127159972_02,二姐 祝 你 长 到 一 米 七 顺利 出国 再 找 _ 高 帅 富 回来 !,个
LWC_3405979565461645_05,"MS 一 不 留神 赶 了 _ 时髦 , 响应 奥巴马 的 号召 去 美国 过 春节 了 。",个
LWC_3402843975803177_02,", 我 投给 了 林 更新 十四 阿哥 张 烈 鳌拜 这 1 _ 选项 。",个
LWC_3401558780640949_01,"发现 一 _ 重大 问题 , 为啥 男生 越 长大 越 难 看 , 女生 却 越来越 漂亮 了",个
LWC_3401417169064972_01,"对 说 , 变形记 还是 很 管用 嘛 , 那 就 一定 要 成为 一 _ 爱 家 的 好 男人昂 嘻嘻",个
LWC_3402040015158115_03,"3 每 _ 人 都 会 失去 童年 , 但 不 能 失去 童心 。",个
LWC_3404293703439443_02,"你 说 你 见到 女 的 跟 男 的 说话 你 就 吃醋 , 心 里 住 太 多 女人 了 吧 , 你 _ 花心 大 萝卜 那 你 不 会 吃 我 醋 吧 开 玩笑 的 侧脸 也 挺 帅 的 嘛",个
LWC_3405825353637067_05,"哪怕 它 , 只 是 一 _ 小小 的 光点 , 所以 , 我们 亦 只 能 看见 眼前 , 然后 简单 的 生活 , 区别 的 , 只是 心 而已 。",个
LWC_3405874569854334_02,但是 事实 又 不得不 让 我 去 想 有时候 我 发现 自己 像 _ 傻子 十足 的 傻子,个
LWC_3403541177773479_01,"下雪 啦 耽误 我 买 土豆 鸡蛋 西红柿 茄子 晚上 跟 会长 去 买 , 顺便 吃 _ 排骨串 或者 羊蹄 不过 下雪 的 话 羊蹄 会 不 会 不 摆 摊 啊",个
LWC_3399830343249036_01,"西天 取经 成功 了 , 唐僧 松 了 口气 , 说好 吧 , 徒弟们 , 其实 我 是 _ 尼姑 。",个
LWC_3404428487142683_01,过 年 就 是 一 _ 注定 要 长 肉肉 的 节日 吃 是 最 大 的 快乐 之一,个
LWC_3402945045905919_01,"电 左 四 _ 小时 , 效果 还 好 吧 。",个
LWC_3401214693842503_02,"而 她 说 我 虽然 不 喜欢 可 也 习惯 了 , 如果 你 始终 不 能 适应 一 _ 人 , 他 所有 的 习惯 你 都 讨厌 , 那 只 能 说明 你们 还 不 够 相爱 。",个
LWC_3405617270361947_01,"我 在 这 WeicoLomo 戴拔 说动 车 都 减速 了 他 都 没 坐 过 , 于是 我们 来 坐 了 , 虽然 起 了 _ 大早 很 累人 , 但 孝道 为先 , 您 开心 就 好 !",个
UCLA_P_41788_01,"哦 , 这样 , 说明 他 不 是 _ 随便 的 人 , 在 网上 都 不 乱 讲话 , 难得 难得 。",个
LWC_3401673642431513_03,您 在 为 人民 服务 的 人民 后面 多 写 了 一 _ 字 。,个
LWC_3400199439687012_02,"回去 的 一 周 将 会 是 暗无天日 的 一 周 还 有 那么 多 要 处理 的 问题 , 能 好好 过 _ 年 吗 ?",个
LWC_3403744068471590_01,"一 年 四 _ 月 过去 啦 昨晚 一 晚上 脑子 里 都 是 你 , 怎么 也 睡 不 着 。",个
LWC_3401134158938103_01,"今日 剪咗 _ 发 , 由于 摄影师 技术 有限 , 个人 都 系 斜嘅 !",个
LWC_3405122812401225_01,"每 _ 人 都 有 前度 , 对吧",个
LWC_3405837068486997_02,"当 一 _ 人 没有 了 思想 , 没有 了 意志 , 那么 他 就 离 行尸走肉 不 远 了 。",个
LWC_3403314806827555_02,术后 医生 嘱咐 一 _ 月 之内 不 能 同房 。,个
LWC_3405739609308648_02,原来 爱情 最 需要 的 是 两 _ 人 的 坚定 。,个
LWC_3403030047603879_02,"好 想去 旅游 , 去 一 _ 没有 认识 没有 纷争 的 地方 , 隐 姓 埋名 , 重新 开始 !",个
LWC_3404365417302808_02,我 就 一 _ 失败 的 人,个
LWC_3400262041442588_01,"天亮 做 了 一 _ 上班 迟到 的 梦 , 差点 急 哭 了 , 忙 找 鞋子 忙 找 衣服 好 忙 电话 一 来 醒 了",个
LWC_3401867700585982_01,"爱 她 就 给 她 一 _ 温暖 的 冬天 , 玉珍 服饰 , 追逐 季节 色彩 , 引领 前沿 时尚 。",个
LWC_3405409526277427_01,"每 天 至少 坐 六 _ 钟 的 车 , 每 天 都 要 翻山 越岭 , 每 天 都 要 走 崎岖 泥泞 的 小道 , 只 为 拜访 员工 家属 , 慰问 双亲 。",个
LWC_3400009972589246_02,雪晶 又 完成 了 一 _ 市民 的 心愿 。,个
LWC_3403068358231494_01,"起 _ 大早 , 早起 的 鸟儿 有 虫 吃 , 都 学 着 点 啊 !",个
LWC_3401704653763668_01,惊讶 纳纳 能 爱 一 _ 人 一 年 !,个
LWC_3401463223435191_03,"有 了 孩子 , 却 意味 着 两 _ 人 的 生命 从此 有 了 血缘 纽带 , 难以 分割 。",个
LWC_3407014988537117_01,在 床 上 滚 多半 _ 小时 应该 可以 睡 得 着 了,个
LWC_3400783232499728_01,好 想 进去 买 _ 包包,个
LWC_3401798578927504_02,", 我 投给 了 德约科维奇 这 2 _ 选项 。",个
LWC_3403330669832713_01,地铁 进食 引 争执 呢 _ 男人 真 系 。,个
LWC_3405532213558743_01,"这 几 天 太 忙 , 在 这里 给 各位 朋友 拜 _ 晚年 !",个
LWC_3403634581036962_01,拜年 了 dx 拜年 xyj 拜年 哪 都 过 年 我 还 要 上班 半 _ 月 来 今天 算是 真正 享受 到 假期 我 的 话 从来 都 不 是 说说 记得 今晚 发给 的 话 拍磚,个
LWC_3403845055527220_02,", 我 投给 了 张睿 这 1 _ 选项 。",个
LWC_3402164481603213_01,"我 参与 了 发起 的 投票 2011 你 最 喜欢 的 歌手 , 我 投给 了 刘忻 这 2 _ 选项 。",个
LWC_3404532212392875_01,准备 睡觉 期待 明天 晚上 第一 _ 在 牛津 过 春节 的 大餐 哎 想 回家 呀 哎 我 的 爸妈 就 我 一 恁女 啊 还是 谢谢 某 人 的 邀请 来 他们 家 过 年,个
LWC_3400909961218593_03,"爱到 深处 , 你 无法 不 成为 一 _ 悲观主义者 。",个
LWC_3400075751283483_01,"木木凡 , 是 不 是 得 换 _ 心情 了 ni ?",个
LWC_3404804649290739_02,"原 每 一 _ 周围 的 朋友 心想 事成 , 无论是 工作 的 也 好 , 考研 的 也 好 , 爱情 事业 通通 顺利 。",个
LWC_3402551287879001_01,那么 美貌 还 给 人家 两 _ 还是 大雕 处女 作 人家 好 感动 哦 自惭 形秽 的 感觉 。,个
LWC_3405436084724073_01,"晚餐 , 加 五 _ 饺子 。",个
LWC_3401010322179650_02,只 敢 在 出口 照 _ 像,个
LWC_3400538165126163_01,"问 行动 千万 梦想 世间 最 悲哀 的 事 , 莫过于 两 _ 人 彼此 倾心 , 却 因为 沉默 而 错过 ?",个
LWC_3403873755582628_01,请 给 我 从 天上 掉 _ 毛桑 来 。,个
LWC_3404577766720789_01,"隐身 , 只 为了 只 找 你 一 _ 人 。",个
LWC_3401633747095894_01,"我 参与 了 发起 的 投票 选出 你 最 关注 的 人权 议题 , 我 投给 了 教育 问题 人权 教育 与 培训 这 1 _ 选项 。",个
LWC_3402039763931969_01,"下雨 的 操场 , 还是 会 有 那么 几 _ 老 人 撑着伞 在 那 散步 当 运动 , 看 着 他们 , 会 想起 一些 一些 的 以后 和 未来",个
LWC_3402258953916727_02,"晚上 赶 了 两 _ 场 , 咖啡 , 奶茶 , 鸡翅 , 薯条 , 薯片 热量 又 超 了",个
LWC_3402667860794178_01,"少女 时代 啊 少女 时代 , _ 蛋糕 甘 细 架",个
LWC_3400583072102672_01,"爸爸 开到 了 一 _ 不 认识 的 地方 , 然后 指 着 旁边 的 车站 说 , 喏 , 这里 有 你 能 乘 的 车 , 下去 等 着 吧 , 人 不 多 的 。",个
LWC_3401688958765387_03,一 _ 男孩 可以 为 女孩 做 任何 事情 好多 人 告诉 女孩 后面 还 有 HIJK Heisjustkidding 他 只是 在 开玩笑 女孩 笑 了 笑 说 就算 他 骗 我 也 没 关系 因为 后面 还 有 LMNOP Lovemustneedourpatience 爱情 需要 付出 耐心,个
LWC_3400159415128740_02,如果 我 有 六百万 我 每 _ 月 花 一万 我 想 吃啥 就 吃啥 想买啥 就 买啥 想 去 哪 旅行 我 就 去 哪 旅行 。,个
LWC_3402766385345974_01,"接 一 _ 新 客户 的 电话 , 不 知 是 哪 人 , 口音 特重 。",个
LWC_3404514852152776_03,"想 找 _ 女朋友 了 , 都 大三 了 , 还 空着",个
LWC_3402424535391004_02,"这 招 在 我 这 行 不 通 , 我 向来 都 不 是 _ 心慈 手软 的 人 !",个
LWC_3403203415059084_01,"引 了 两 _ 杠 , 哈哈 , 他 没 叫 , 还 倒 陪我",个
LWC_3400236108169608_01,想 念 一 _ 人 的 感觉 是 如此 的 强烈 。,个
LWC_3405224935323312_01,"女 啊女 , 大年 初一 你 都 唔使 半夜醒 左 对 住 我 笑 左 二 _ 几 钟 都 吾 训翻嗄",个
LWC_3405529860821438_01,如果 一 _ 人 曲解 你 误会 你 甚至于 贬低 你 那么 与 其 争论 已经 没有 意义 不 想 再 泼妇 般 吵 那样 歇斯底里 的 我 我 不 喜欢 谢谢 !,个
LWC_3402715608758772_04,看 他们 哪 _ 敢 不 给 我 面子 !,个
LWC_3406237691841478_01,"迎 财神 了 , 我 要 迎 _ 大 财神",个
LWC_3404566049623807_03,太 恐怖 了 我 可是 一 _ 好 孩子 来 的,个
LWC_3403105461148752_02,", 我 投给 了 新 水浒传 主演 张涵予 陈龙 等 这 1 _ 选项 。",个
LWC_3405565512422245_01,除夕 的 十 _ 菜 全 是 素菜 !,个
LWC_3401179486902110_01,"D Link 云路 由 主动 防蹭网 我 就 奇 了 怪 了 , 明明 10M 的 网速 至于 连 _ 视频 都 打 不 开么 !",个
LWC_3402783028204288_01,"一 觉 醒来 收到 年 前 最后 一 _ 快递 , 拉开 窗帘 阳光明媚 , 那么 , 下午 女人们 的 小聚 年夜饭 嗨 起来呗 !",个
LWC_3403448391464676_01,"早晨 起床 嘴巴 干 , 好像 吃 了 _ 咸鸭蛋 。",个
