id,tagged,classifier
LWC_3402651645593267_01,这 是 一 _ 大大 的 赌注 我 想 知道 答案,个
LWC_3401955907289969_06,"六点 准时 走 , 很 亢奋 , 沿海 南 下 , 第一 _ 走 。",次
LWC_3402897573856626_01,鹏哥 畅姐 喜乐 会 男生 女生 冬季 巨制 鹏哥 畅姐 喜乐 会 新 一 _ 活力 星 主播 今晚 继续 为 你 带来 我 是 K 歌王 !,波
LWC_3405148309149084_01,"一 _ 面下 肚 , 今天 消耗 比较 大 , 比较 饿 。",碗
LWC_3399945798853010_03,灌水 表情 灌水 表情 看到 瘦 白鸽 的 博文 一 _ 创业者 的 创业 半 年 总结 有感而发 的 评论 。,位
LWC_3403758048771933_01,"一 _ 撕心裂肺 的 声音 在 屋内 回荡 , 走出 房门 依然 萦绕 耳边 。",种
LWC_3402477627769699_02,"人生 第一 _ 手机 是 长虹 A366 , 现在 用 索尼 爱立信 U100i 雅锐 Yari 。",部
LWC_3404750156903349_01,"如果 你 系 广州 甘 我 年三十 晚 都 唔使 一 _ 人 系 屋 企 过 , 特然 觉得 好 Lonely 今晚 好 想 同 你 去 party 啊 。",个
LWC_3399719377163431_01,"一 睡 高 枕头 就 落枕 , 一 _ 痛 啊 白痴妹",个
LWC_3404909074822571_01,"过年 第一 _ 利是 , 期待 老豆 封",封
LWC_3404643659149692_01,对说 四 _ 新年 快乐 新 的 一 年 比赛 继续 加油,锅
LWC_3406112504146803_02,我 第一 _ 自己 挑 的 nike 曾 记得 在 王府井 买 的,双
LWC_3402655953466767_01,"亲 , 很 棒 的 宝贝 噢 满 468 _ 邮丸 美 化妆品 专卖 正品 白金 至 10500",包
LWC_3407168810594707_02,爱 欧迪 J3 比较 适合 哪 _ 类型 的 音乐 呢 ?,种
LWC_3404606149615088_02,"还 记得 去年 也 是 下 着 小 雪 , 地上 积 了 薄薄 的 一 _ 雪 。",层
LWC_3400987237006002_08,不 要 等 十几 _ 人 把 事情 闹 大 再 去 解决 。,家
LWC_3404354432701810_01,"最 难 消化 的 4 _ 食物 1 冰激凌 会 影响 肠胃 功能 的 正常 运转 , 造成 食物 很 难 消化 , 容易 损伤 脾胃 。",类
LWC_3401336205650339_02,"100 多 _ 小 短篇 , 文字 很 美 , 很 柔软 , 淡淡 的 疼惜 和 敏感 的 心 我 所 读到 的 最 温暖 最 孤独 最 伤感 的 书 。",个
LWC_3405122602639117_02,系 2 _ 主席 。,个
LWC_3399834738755202_01,"你 设定 的 目标 越 是 高远 , 由于 压力 所 产生 的 动力 也 就 越 大 , 如果 你 能 承受 住 这 _ 压力 , 将 激发 出 你 体内 蕴藏 的 极 大 潜能 。",种
LWC_3404077176543237_01,"总 有 一 _ 明天 就 休假 的 感觉 , 呵呵",种
LWC_3404729759698709_02,"不管 哪 阵子 , 别 忘 了 , 总 会 有 一 _ 不 嫌弃 你 的 人 , 陪 着 你 , 不 是 一 阵子 , 而 是 一 辈子 。",个
LWC_3400228884095431_01,"什么 言语 都 没有 , 只有 晚安 两 _ 字 , 意味 深长 。",个
LWC_3400601235120460_01,昨晚 居然 遇到 一 _ 这 高傲 的 乞丐 买 吃 的 给 他 居然 不 要 强滴,个
LWC_3406591745016533_01,一 农妇 初 _ 进城 !,次
LWC_3404465242032862_01,"经过 一 天 的 折腾 终于 回到 家 吃 了 两 大 _ 鸡汤 外加 米饭 , 我 的 大肚腩 好像 又 略微 的 鼓 起来 了 哦 。",碗
LWC_3401828370917710_01,上传 了 2 _ 照片 到 相册 LOVE,张
LWC_3401289807895622_03,居然 还 混 了 _ 座儿 嘻嘻,个
LWC_3404080750120698_02,"每 _ 抬头 看 夜空 , 终于 发现 , 最美 还是 从前 。",次
LWC_3400642645564615_04,"主持 一 _ 家 , 劳心 劳力 胼手胝足 , 讲 的 是 毅力 非 手腕 。",个
LWC_3404014714994860_02,山珍 海味 比 不 起 家裏 的 一 _ 簡餐 啊 。,席
LWC_3402791257536636_01,"又 在 抽屉 里 发现 了 这个 , 还 有 一 _ 民国 时期 的 铜币 。",枚
LWC_3403229884618384_01,准备 年货 过 年 招待 亲友 四 _ 坚果 千万 别 买 霉变 坚果 有 致癌 危险 炒焦 的 坚果 可 致癌 美容 的 坚果损 健康 口味 太重 的 坚果 易 变质 。,种
LWC_3406621730866366_01,"不 是 我 心眼 小 , 只是 我 心 太 小 , 只 能 装下 一 _ 人 。",个
LWC_3405744294954043_01,能 置 办好 一 _ 酒菜 是 种 本事 !,桌
LWC_3404654421598377_01,若曦 对 十 爷挺 残忍 _ 惊心 还行 看 着 嘲笑偶 吧 。,步
LWC_3407197612673112_01,姓 胡 的 你 _ 混蛋 你 他 妈 的 居然 有 外遇 !,个
LWC_3404615368686360_02,", 我 投给 了 佟丽娅 这 1 _ 选项 。",个
LWC_3406302774643484_02,"国内 的 摇滚圈 , 画面 感 很 强 的 , 中国 摇滚 这么 多 年 , 需要 一 _ 本质 摇滚 的 人 来 关注 。",个
LWC_3403573629064183_01,不 能 承受 生命 之 轻 我们 身边 有 三 _ 人 朋友 敌人 非 敌 非 友 的 人 。,种
LCMC_G75_0080_01,"现 已 有 5 _ 工人 , 连 我 才 凑 够 满额 。",名
LWC_3405429650828914_01,"我 在 龙年 送 大礼 , Ipad 送 你 大 转盘 活动 中 抽 中 二 _ 奖 镭拓 腕托 鼠标垫 地址",等
LWC_3401443403531787_03,嘿嘿 寒假 要 狂 体 电影 今 _ 稳人 陪 我 挑战 恐怖片,次
LWC_3405543031421951_01,"一 _ 同学 非要 给 我 介绍 男朋友 , 我 说 必须 符合 我 的 要求 才 能 去 见面 , 不 能 随随便便 就 去 见 !",个
LWC_3404479414288526_01,"现在 的 利物浦 一 _ 牛逼 人物 , 神锋卡罗尔 大师 亨德森 飞翼 马克西 铁 卫 约翰逊",堆
LWC_3400690771059290_01,"我 参与 了 发起 的 投票 每 年 春节 前 你 都 会 做 什么 准备 , 我 投给 了 打扫 房间 , 清 杂物 这 5 _ 选项 。",个
LWC_3403180535173340_01,第三 _ 越狱 。,次
LWC_3402410414090856_01,"这 _ 冷冷 的 天气 真 不 想 出去 啊 刚 考完 试 也 不 急着 看书 无聊 地 在 床 上 打滚 , 余光 刚好 扫 过 的 3 DS 不 不 行 不 行 不 行 !",种
LWC_3407218974235582_02,"脑子 真 疼 初 七 _ 小 人 , 回家 歹饺子 哈哈",管
LWC_3400208512050888_02,"打扮 得 如此 粉嫩 斯文 , 却 在 如厕 后 展示 了 你 颠覆性 的 一 _ 临门一脚 冲厕 所 !",面
LWC_3405015953882285_01,"工作 动态 在 新春 佳节 合家 团聚 之际 , 华山 东路 派出所 也 以 传统 方式 欢度 佳节 全 _ 民警 自 除夕 至 年初一 , 全天候 坚守 在 辖区 圆通 寺 圆通山 , 为 群众 平安 进香 快乐 出游 排忧 解难 保驾 护航 。",所
LWC_3404566885841741_02,"好不容易 睡 _ 懒觉 , 还是 自己 逼 自己 的 , 本来 六点半 就 醒了",个
LWC_3402397693241934_03,"她 嫌 男友 当 着 朋友 没有 给 留 面子 , 便 拿起 一 _ 汽油 , 用 打火机 点燃 。",瓶
LWC_3407224472863208_01,那 一 _ 会 笑 的 女孩 她 是 不 是 死 了 。,个
LWC_3403921299183835_01,在 存完 压岁 钱 回家 之后 我 偷偷 的 喝 了 一 _ 红酒 感觉 头 有 点晕 啊啊 啊 不 会 吧 我 不 会 这么 弱 吧,杯
LWC_3400011696419218_01,发表 了 一 _ 转载 博文 转载 单车 万 里 藏 地 行摄 抵达 拉萨,篇
LWC_3405281863722812_01,"龙年 第一 _ 愿望 , 希望 今天 高速 堵车 !",个
LWC_3405606381864322_02,"第一 站 是 民族 博物馆 , 广西 有 12 _ 少数 民族 , 这里 展出 了 各 少数 民族 的 衣 食 住行 文化 。",个
LWC_3404429707964484_02,我们 这 _ 玩 了 10 几 年 的 老友 都 渐渐 迈入 三十 的 队伍 了 。,波
LWC_3401409383239277_01,可以 睡 到 现在 真 是 一 _ 享受,种
LCMC_G04_0013_01,但 几十 _ 电杆 经过 努力 还是 全部 运 到位 。,根
LWC_3405568758898746_01,"有些 事 只 能 自己 去 度过 , 这 世界 上 根本 没有 一 _ 东西 叫 感同身受 。",种
LWC_3404843790133323_02,"都 他丫 的 这个 时间 段 了 , 还 TMD 的 放 十万 响 的 那 _ 挂鞭 。",种
LWC_3403763950028742_01,无奈 被 _ 小 女孩 给 喝 倒 了,个
LWC_3403059613236193_02,只 想 问 一 _ 故人 可 安好 ?,句
LWC_3402900338693957_01,"年终 奖 什么 时候 才 能 到手 啊 , 缺 钱 , 缺 钱 , 银行 里 还 有 一 大 _ 债 等 着 还 那",堆
UCLA_M_33476_03,"于是 我 接着 说 : “ 我们 本来 的 地球 是 在 一个 宇宙 里 , ‘ 克丽丝汀 号 ’ 到 达 了 那个 宇宙 的 边缘 , 也 就 是 那 _ 黑色 的 带状 物 。",条
LCMC_A23_0078_01,印度 要求 5 _ 外国 记者 离开 克什米尔,名
LWC_3401753607716851_01,"上 周 925 播放 了 品冠 的 后来 的 我们 , 今天 是 起床 , 这 _ 概率 很 小 , 而 对 我 有 特殊 意义 的 起床 很少 有 人 知道 。",种
LWC_3404376024993309_01,"记录 一下 , 第一 _ 工作 电话 , 颜 。",个
LWC_3405542549040408_02,斗 _ 地主 我 容易 吗 ?,个
LWC_3405186100228585_02,"看到 董卿 报幕 说 , 接下来 为 大家 带来 一 _ 充满 激情 的 表演 。",段
LWC_3407047263932495_01,"失眠 了 , 昨天 的 一 _ 谈话 , 让 我 倍感 压力 之 大 。",席
LWC_3404706867235365_01,"新 中国 成立 , 1949 年 9 月 27 日 , 在 中国 人民 政治 协商 会议 第一 _ 全体 会议 上 , 通过 使用 世界 上 通用 的 公历 纪元 , 把 公历 的 元月 一日 定为 元旦 , 俗称 阳历年 。",届
LWC_3404782494997243_01,董卿 第三 _ 衣服 了,套
LWC_3403725807105061_01,再 推荐 一 _ 独立 乐队 Cults 。,个
LWC_3405434222258269_01,皇冠 信誉 健维士 水 夫人 润年 大豆 异 黄酮 同时 补钙 送 30 _ 羊 胎素 6000,粒
LWC_3401747939396520_01,"有 好些 同学 , 真的 要 想 一 _ 才 能 对 上号 , 惭愧 啊 。",阵
LWC_3403569967909975_01,"跟 我 说 这 _ 话 的 人 , 你 还 记得 吗 ?",句
LWC_3402841714953925_01,"坐 班车 时 碰见 一 _ 学生 , 结果 更 一 衣 时 边上 一 人 问 我 你 是 倪老师 吗 我 是 向东 的 学生 。",批
LWC_3403401803393215_02,"下午 加 了 点 奶粉 , 夜 里 睡 半 小时 就 醒 , 还 常 放屁 , 哭闹 要 竖 抱 , 应该 是 消化不良 , 刚 喂 了 半 _ 妈咪 爱 。",包
LWC_3402899574894514_02,"传闻 梁洛施 对 李泽楷 下降 头 , 两 _ 尸油 分别 擦在 嘴唇 和 舌头 上 。",瓶
LWC_3406594891194334_01,粉藍色 Powder blue Vaaleansinisi auml Ljusbl aring 粉藍色 是 一 種淡淡 的 素淨 的 顔色給人 一 種憂郁 的 清新 的 感覺 粉藍讓人 感到 心平氣 和 粉藍讓 人 想到 幾近 透明 的 天空 有 一 _ 純潔 的 雲遮擋,片
LWC_3405654238954817_01,"今日 虽然 被 M P 喷 了 一 _ 口水 , 但 也 算是 有所 突破 了 , 虽然 只 是 一 小 步 。",脸
LWC_3400602233055400_02,"没有 吃 晚饭 , 喝 了 两 _ 奶 。",次
LWC_3401390429702882_03,一 _ 人 放 在 心 里 琢磨 。,个
LWC_3403366228954588_01,"我删 了 那 _ 微薄 , 不 代表 事情 不 存在 了 !",条
LWC_3404451291397111_01,"看 两 _ GA , 我 立刻 觉得 我 又 活 过来 了 。",集
LWC_3405711557561321_02,姨妈 家 里 的 几 _ 呆 鱼 。,条
LWC_3400964137513572_03,你 我 只有 一 _ 联络 的 方式 !,种
LWC_3401661898538994_01,"早安 面对 阳光 , 忽 的 一 _ , 飞奔 公司 , 想 着 不 要 迟到 啊 结果 真 没 迟到 !",声
LWC_3402109536130573_01,"当 你 想起 这 _ 事 不 再 烦恼 或 有 太 多 想法 时 你 就 真的 放下 了 , 开心 开心",件
LWC_3403477386883423_03,回来 记得 来 _ 信息 电话 微博 !,个
LWC_3402762072985363_01,"好听 又 好看 的 曲儿 清早 一 听 , 嗨 皮 一 天 自然 卷 坐 在 巷口 的 那 _ 男女",对
LWC_3403834246420867_01,"要 回家 了 , 静静 说 一起 吃 _ 饭 , 是 不 是 要 给 她 说 彭 和 露露 的 事情 , 我 在 纠结 , 是 不 是 该 有 自己 的 小 秘密 ?",个
LWC_3407206806849891_01,曩谟 三 满 哆母驮喃阿钵啰 底贺 多 舍娑 曩喃怛侄 他 唵佉佉佉呬 佉呬吽吽 入 嚩啰 入 嚩啰钵 啰入 嚩啰钵 啰入 嚩啰 底瑟姹底瑟姹瑟 致哩 瑟致哩 娑癹吒 娑癹吒 _ 底迦室 哩曳娑 嚩诃,扇
LWC_3402667261381504_01,给 大家 介绍 _ 新 护肤品 LA MER 海蓝 之 谜,个
LWC_3406154539946426_01,饭店 门囗 发现 一 _ 鸡,只
LWC_3400873734643148_03,"看 _ 视频 都 要 复制 , 搜索 , 找 youku 的 链接 , 打开 。",个
LWC_3405704516147968_01,这么 大 _ 骨头 !,个
LWC_3404719819290994_01,岁末 了 还 窝 了 一 _ 火,肚子
LWC_3404943583624023_02,"新 一 年 开始 啦 , 我 不 希望 自己 明年 还 是 这个 样子 , 我 会 努力 抓住 每 _ 机会 , 争取 早日 实现 自己 的 短期 目标 !",次
LWC_3405628875769039_01,"在 花园 发现 到 一 _ 走动 的 物体 在 草地 上 兜圈圈 , 传说 中 的 晨 运",个
LWC_3399988797644393_03,仲要 一 _ 假 话话 为 你 好 !,口
LWC_3402988853050145_01,再 丑 也 是 一 _ 青春 无敌 的 样子 !,副
LWC_3401213414554344_02,"我 竟然 做 了 生命套 , 而且 还 弄 了 _ 骑士 护手 。",个
LWC_3401470326990541_01,真 系 太 多 謝超哥 送 我 噶 12 _ 粟 一 燒宜家 食剩 4 包咯 哈哈 !,包
LWC_3404838698595366_01,"初一 凌晨 一 _ 人 不 回家 , 聚众 打麻 将 要 通宵 啊 , 好 尴尬",伙
LWC_3400899196351963_01,大 清早 的 一 出 小 区 门口 就 看到 一 _ 尸体 这 算 RP 嘛,具
LWC_3403311711989159_04,"我 只 能 像 _ 老人家 一样 瑟瑟 度过 冬天 , 盼望 春天 的 到来 , 春天 来 不 了 , 就 只 能 盼望 尽早 回 广州 了 。",个
LWC_3400313034469676_01,boss 30 哪 _ 国家 脱口而出 百度 一下 。,个
LWC_3403372398965834_01,"今天 老公 陪我 逛 了 整天 , 结果 买 的 都 是 他 的 东西 我 只 收获 了 一 _ 美食 , 大过 年 的 , 减肥 的 事 回 苏州 再 说 吧",餐
LWC_3405563016431776_02,春卷 吃 _ 睡觉觉,点
LWC_3405077080116612_01,"距 食 _ 软糖 食 得 好 狰狞 , 其实 系 米 距 食 太 多 零食 搞 到 无 胃口 食饭 , 但 家姐话 应该 五 关 事 , 系 距 失恋 , 无 胃口 了 。",粒
LWC_3405468448172119_01,"好 喜欢 这 _ 皮肤 , 都 来 下载 吧 我 刚 通过 分享 了 搜狗 皮肤 Light year 维尼 夫妇 巧克力 爱 下载 地址",款
LWC_3407132487145455_01,"听 妈妈 电话 听 的 我 真 要 崩溃 了 , 我 心 里 真 快 承受 不 了 了 , 这 _ 关爱 , 我 快 窒息 了",种
LWC_3403027652317470_01,"面對 強國 的 大 _ 大款 , 狗 與豬 終於 認衰 !",批
LWC_3399916275602017_01,"亲们 , 我 家 最近 人气 关注 度 最高 宝贝 新西兰 品牌 原装 进口 Heitiki 婴幼儿 宝宝 奶粉 二 _ 金装包邮 分亨 给 大家 , 有 图 有 真相",段
LWC_3401300247797862_01,"早上 的 的士 摸样 了 , 拦 了 半 _ 小时 拦 不 到 , 好不容易 拦 到 , 快要 上 三环 , 手机 又 忘 拿 了 , 又 回去 拿 !",个
LWC_3404003122045925_01,我 爱 丁 先生 156 想 你 的 第三 天 那 _ 年,些
LWC_3401749739862431_02,"范冰冰 这 _ 经典 黑色 组合 凸显 腰身 , 强调 了 S 形 曲线 , 值得 向 大家 推荐 。",身
LWC_3403829137821588_01,"剑侠 世界 我 在 电信 吉祥区 葬花吟 武夷山 , 这里 是 五千万 人 的 江湖 , 萝莉御姐 任 你 挑选 , 抱 _ 妞儿 回家 过冬咯 !",个
LWC_3405343642269321_01,这 两 天 粉丝 每 天 一 _ 人,个
LWC_3404592614319703_07,"每 _ 人 身体 棒棒 , 感情 也 顺风 顺水 !",个
LCMC_B22_0060_01,"可以 说 : 现在 农村 市场 的 现状 一方面 是 疲软 , 另一方面 是 有效 供给 不足 , 形成 这样 一 _ 局面 的 原因 何在 ?",种
LWC_3406997204918545_01,签阿签阿签阿 可以 噶话 果断 签阿之前 阿里纳斯 就 话 区 想来 LA 啦 老 将 底薪区 都 话 受 如果 真 系 签佐班尼斯 慈世平 阿里纳斯 想象 下 尼 三 _ 搞 屎棍 系 埋 一齐 会 发生 咩事 分享 图片,件
LWC_3407324045642236_03,"咿咿 是 最 下面 的 那 _ 大 鸭子 , 呀呀 是 上面 的 小 鸭子 。",个
LWC_3403357983540410_02,想起 昨晚 有 人 说 的 关于 光棍 的 一 _ 话 顿时 觉得 无限 贴切 。,席
LWC_3400809761175756_01,"还 有 妮妮 , 还 有 那 _ 贤慧 的 男朋友 , 还 想 你们 呀 。",个
LWC_3403924680001720_01,漂亮 女 老师 惨遭 凌辱 www 517 sese info 疯狂 的 石头 走着瞧 追捕 枪王 之 王 万历 首 辅 张居正 黄炎培 追踪 窃听 风云 丑 女 无敌 第二 _ 狗 和 狼 的 时间 贝多芬 病毒 民国 往事 小兵 张嘎 Hello 树 先生 岁月 神偷 牛郎 织女 善德女王 红楼 梦 风声 爱情 公寓,季
LWC_3405602640498573_01,"需要 一 _ 跟 我 一起 奋斗 的 人 , 一起 体验 爱情 里 的 酸甜苦辣",个
LWC_3404457868138107_01,今晚 清网 行动 的 战利品 当时 那 _ 激动 恐惧 紧张 刺激 啊 想 起来 都 炭炭 zhun,个
LWC_3406529527041961_01,"万 诗 言 小 妹妹 , 虽然 不 算 倾国 倾城 , 但 别有 一 _ 风味 。",番
LWC_3402426972314545_01,"微 阅读 周六 下午 , 他 都 会 来 茶楼 点 一 _ 龙井 , 坐 在 二 楼 靠 窗 位子 。",壶
LWC_3406501869981414_04,我 真 想 一 _ 手机 砸晕 你 !,台
LWC_3401070952887273_01,"大夫山 山地车 亚运 比赛 路径 够 刺激 , 下 _ 要 继续 来 挑战 。",次
LWC_3401764760071331_01,"想 创业 容易 , 注册 一 _ 公司 也 很 简单 , 但 要 活 下去 就 难 了 , 要 做 大 做 强 更 是 难上加难 !",个
LWC_3407210555925485_02,我 才 买 了 一 _ 多 月 的 新 车子 啊 !,个
LWC_3401102629123457_01,"中 二 _ 奖 , 希望 转运 , 2012 加油 。",等
LWC_3399768860773621_01,若 是 可以 不 想 念 若 是 可以 在 有 那么 一 _ 新 的 他,个
LWC_3407122903459842_01,真 想来 一 _ 真真正 正 的 旅游 啊 。,次
LWC_3402010481459726_02,我 感觉 我丫 的 离 中风 这 _ 事 越来越 靠边 了 。,档子
LWC_3402573967334336_01,"你 送 祝福 我 送礼 新 的 1 年 开始 , 祝 好 事 接 2 连 3 , 心情 4 _ 如春 , 生活 5 颜 6 色 7 彩 缤纷 , 偶尔 8 点 小 财 , 烦恼 9 霄 云外 , 请 接受 我 10 心 10 意 的 祝福 !",季
LWC_3404472569559458_02,而 这 两 _ 东西 绝 不 允许 他 在 十几 岁 的 年纪 选择 爱情 。,样
LWC_3403488013243215_01,感 薄熙 来说 廉洁 是 一 _ 幸福转,种
LWC_3404957645005057_01,分享 圖片 这 _ 猫 牛 了 它 看见 什么 啦 两 眼 发 清光 了 南瓜,只
LWC_3400869318399027_01,你 的 心 是 一 _ 墙 。,面
LWC_3406089079278987_02,各 _ 吃喝 多 了 !,种
LWC_3402926380992006_03,长 这么 大 还 是 第一 _ 小 年夜 没有 和 家人 在一起 过 。,次
LWC_3403125161603913_01,第一 _ 上 微博 很 高兴,次
LWC_3400924412375113_01,这 _ 耗儿 鱼 确实 好 吃 惨,家
LWC_3403359807125593_01,"这 _ 国际 礼拜堂 的 圣诞树 , 是 我 今年 见 过 最 美 的 可惜 照片 拍 不 出 它 的 美感 , 只 能 将 就 着 看看",棵
LWC_3404970953078239_01,爸爸 妈妈 今年 你 给 了 我 一 _ 特别 的 惊喜 !,个
LWC_3405465113597390_01,"三 _ 同堂 在 微博 , 应该 是 破 纪录 的 了 !",代
LWC_3406413397638954_01,"这 _ 过 的 很 无聊 啊 , 再 也 没有 儿时 对 过 年 的 期盼",节
LWC_3405169603839236_01,第二 _ 乐 !,波
LWC_3404013993689302_01,"第一 _ 坐到 这个 样子 的 , 看来 还是 南航 比 东航 硬件 给 力阿 !",次
LWC_3400931790791202_03,"第一 _ 在 异地 而且 是 实在 不 乍地 的 酒店 倒头 便 睡 , 看来 我 实在 累得 不 轻 啊 !",次
LWC_3402395073945391_01,"结果 还 是 只有 自己 承受 , , 原来 只 是 一 _ 梦 。",个
LWC_3403062200902189_01,今晚 各 _ 无奈 啦 !,种
LWC_3406493086670836_01,"一 _ 感人 的 漫画 谨 以 此 画 祝愿 所有 博友 父母 龙年 身体 安康 , 祝愿 天下 老 人 都 能 感受 后辈 的 关爱 , 如果 有 爱 , 就 让 爱心 表达 传递 !",幅
LWC_3400901197520861_01,"坐 火车 真 累 , 还 有 十几 _ 小时 , 我 一定 要 完成 我 的 理想 , 然后",个
LWC_3406191529317933_01,"不 对 称 的 美 另 _ 又 特别 , 亮色 的 圆点 生命力 十足 , 轻松 跳进 视线 。",类
LWC_3402477622574321_01,小毛 这 _ 帽子 真 好看,顶
LWC_3400873357562391_01,只有 上 十二 _ 小时 夜班 的 人 才 知道 漫漫长夜 有 多 长,个
LWC_3406218477456291_01,"今年 过年 影响 最 深刻 的 画面 央视 花上 千万 元 租 了 一 _ 直升机 , 跟 拍 广东 农民工 为了 省 钱 骑 摩托车 返乡 的 画面 !",架
LWC_3402017768664708_01,"我 如果 真的 爱 一 _ 人 , 就 会 让 她 幸福 快乐 。",个
LWC_3405156974795594_01,顶 你 大年 初一 卑 人 一 野 灌 半 _ 红酒咩 状况 已经 好坚 了 隔离 果 d 全部 训低,瓶
LWC_3399902447300041_02,2011 年 全 年 CPI 的 平均 在 562010 年 全 年 在 33 也 就 是 增长 了 23 举 例 2010 年 买 一 _ 裤子 要 100 元 2011 年 底 买 要 1001231023 真 不 知道 这样 算 对 不 对 了,个
LWC_3405521656877964_01,"12 最近 身边 发生 的 人 和 事 , 不得不 让 我 重新 审视 爱情 和 婚姻 , 我 不 明白 一 _ 眼 里 只有 孩子 却 把 老公 打入 冷宫 的 女人 , 是 怎样 维持 她 的 爱情 ?",个
LWC_3402628648156171_01,"让 trouble 都来 的 更 猛烈 些 吧 , 让 我 一 _ 人 静静 的 戴上 耳机 , 让 我 继续 活 在 那些 幻想 中 吧 。",个
LWC_3402876439515042_01,国安 海南 训练 过 小 年 吃 饺子 确定 无缘 签 葡超锋霸 尽管 远 在 海南 进行 冬训 国安 也 没 耽误 按 着 老礼儿 过年 专程 随队 过去 的 厨师 就 给 全队 做 了 一 _ 饺子 和 炸酱面 让 全 队 也 好好 解 了 解馋 。,顿
LWC_3401260873187675_01,那些 年 我们 一起 追 的 女孩 mv 电影 完整版 1 _ 惊心 吴奇隆 四爷 绝密 档案 康熙 来 了 的 丝 全集 2012 分享 自,步
LWC_3404004807676928_02,好 有 基情 的 一 _ 浪漫 死 了 !,幕
LWC_3401750494038050_01,"帮 非非理 _ 发 要 170 , 够大 熊理 一 年 的 发 了 。",个
LWC_3404264238414208_01,"从 小 到 大 , 我 最后 悔 得 3 _ 事 就 是 1 没有 听 父母 话 好好 学习 天天 向上 。",件
LWC_3405903015755718_01,还 有 十五 _ 小时,个
LWC_3404601410090656_01,"时间 真 是 一 _ 好 药 , 比 什么 都 管用",副
LWC_3404776677058395_01,"妹妹 吃 饺子 发现 是 肉馅 , 吃 了 一半 给 他 老公 了 , 结果 钱 就 在 剩下 的 一半 里 每 年 都 为了 吃 那 _ 钱 撑 的 要 死 , 却 每 年 都 吃 不 到 悲催",个
LWC_3400845926628624_01,"岁月 不饶人 , 细 英 不 等 我 真的 舍 不 得 徽州 , 对于 宿舍 的 两 _ 徽州 女人 , 实在 无 以 言 谢",个
LWC_3401656188588491_01,"没 预料 到 这 _ 出差 需要 这么 长 时间 , 好 想 写 书法 哈哈 , 好酸 的 假 文化人 。",回
LWC_3403500031623321_01,"我 参与 了 发起 的 投票 继威幂恋 后 , 你 希望 哪 对 荧屏 情侣 公开 恋情 , 我 投给 了 这 1 _ 选项 。",个
LWC_3402629906613707_07,"为了 那 _ 十分 可观 的 工资 , 也 得 坚持 住 。",笔
LWC_3406165369638122_03,从 我 出生 一 _ 月 整整 带 到 我 三 岁 !,个
LWC_3402269833742905_01,决定 再 养 _ 袖珍 椰子树,盆
LWC_3402811474035958_01,"火车 订票 网站 各 _ 登 不 上 , 好不容易 登上 了 吧 , 订单 又 提交 不 上 , 是 想 怎样 啊 , 抓 狂暴 走 中",种
LWC_3404423659732154_05,"她 一直 希望 我 幸福 , 不管 我 行走 在 那 _ 世界 !",个
LWC_3405104659179465_02,", 我 投给 了 快要 上课 了 这 1 _ 选项 。",个
LWC_3402523694431597_01,来 新加坡 之后 真心 的 笑 就 少 了 还 记得 小时候 总是 说 我 一 笑 眼睛 就 成 眯咪 眼 了 好 怀念 一 _ 度 过 的 日子 什么 都 不 用 想 现在 是 不 是 什么 都 不 一样 了 没 长 醒 的 男人 都 滚 一边 去 我们 不 要 !,起
LWC_3405399535115561_01,"好评 , 这 _ 宝贝 最 受 好评 , 快来 看下 原装 OKI 彩粉 OKI 310033003400510096009800 化学粉 100g , 价格 4800 元 , 购买 链接 , 更 多 宝贝 请 看",款
LWC_3402823725672749_01,原来 只有 我 自己 一 _ 人 的 时候 会 被 人 欺负,个
LWC_3406031939954387_01,"三 _ 猪 真 能 睡 , , ,",只
LWC_3401553639749478_01,"又 想到 一 _ 问题 , 年后 还 招 不 到 , 就 快 可以 招 应 届 了 , 应届 , 90 后么 。",个
LWC_3405728049003969_02,一 _ 诺言 占据 了 所有 信任 。,个
LWC_3407111762374016_01,"这 是 一 _ 新年 招财 猫 , 1 分钟 内 转发 此 猫 图 , 新 的 一 年 里 将 好运 连连 , 福气 冲天 原文 地址 y2 Yfi6twU 原文 地址",只
LWC_3402870382704422_01,"收拾 东西 , 发现 很多 小时候 穿 过 的 很 可爱 的 衣服 啊 嘻嘻 , 与其 说 是 收拾 东西 , 不如 说 是 疯狂 试 衣服 哈哈 , 新 的 旧 的 , 我 的 妈妈 的 , 有 杀错 没 放 过 啊 不 知道 变换 了 几 _ 风格 呢",种
LWC_3403128859444894_01,"真的 很 感动 , 地理 老师 今年 最后 一 _ 地理 课 跟 我们 玩 游戏 了 , 而且 还 发糖 好 开心",节
LWC_3404106083808766_01,"一 _ 晚上 , 买 了 年货 , 收拾 了 行李 , 整理 了 房间 , 但 还是 少 了 东西 没 买 , 明早 继续 。",个
LWC_3403334646371193_01,"我 想 知道 哪天 我 喝 醉 了 酒 , 一 _ 人 又 在 大街 上 , 会 歇 撕 底 里 喊出 谁 的 名字",个
LWC_3402594624325173_03,那 _ 土黄色 我 真 不 DJ 。,个
LWC_3405494184109967_01,"让 别人 讨厌 自己 , 也 是 一 _ 艺术 !",门
LWC_3406074088048778_01,"说话 的 声音 又 变 了 , 像 _ 男人",个
LWC_3401253153701264_01,做 _ 鸡蛋 饼,个
