new_index,original_sentence,target,top1_prediction,top1_log_probability,top3_predictions,top3_log_probabilities
492,珊记 话 俄 发 左 呢 <CL> 微博 就 有 好 多 好多 人 关注 俄 噶啦 大家 多 D 支持 啊啊 啊啊 啊啊 。,条,个,-1.1137044429779053,"个, 架, 点","-1.1137, -2.3596, -3.1076"
493,这 是 一 <CL> 大大 的 赌注 我 想 知道 答案,个,个,-0.6065180897712708,"个, 种, 家","-0.6065, -1.3429, -3.7378"
494,"六点 准时 走 , 很 亢奋 , 沿海 南 下 , 第一 <CL> 走 。",次,次,-0.5275477170944214,"次, 个, 班","-0.5275, -2.1613, -2.7837"
495,鹏哥 畅姐 喜乐 会 男生 女生 冬季 巨制 鹏哥 畅姐 喜乐 会 新 一 <CL> 活力 星 主播 今晚 继续 为 你 带来 我 是 K 歌王 !,波,季,-0.5389358401298523,"季, 届, 轮","-0.5389, -1.3451, -2.8793"
496,"一 <CL> 面下 肚 , 今天 消耗 比较 大 , 比较 饿 。",碗,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
497,灌水 表情 灌水 表情 看到 瘦 白鸽 的 博文 一 <CL> 创业者 的 创业 半 年 总结 有感而发 的 评论 。,位,个,-1.708829641342163,"个, 下, 般","-1.7088, -2.0960, -2.6490"
498,"一 <CL> 撕心裂肺 的 声音 在 屋内 回荡 , 走出 房门 依然 萦绕 耳边 。",种,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
499,"人生 第一 <CL> 手机 是 长虹 A366 , 现在 用 索尼 爱立信 U100i 雅锐 Yari 。",部,本,-2.035998582839966,"本, 所, 行","-2.0360, -2.5733, -2.5860"
500,"如果 你 系 广州 甘 我 年三十 晚 都 唔使 一 <CL> 人 系 屋 企 过 , 特然 觉得 好 Lonely 今晚 好 想 同 你 去 party 啊 。",个,个,-1.1680591106414795,"个, 次, 点","-1.1681, -1.7802, -2.6194"
501,"一 睡 高 枕头 就 落枕 , 一 <CL> 痛 啊 白痴妹",个,个,-1.816935420036316,"个, 下, 次","-1.8169, -2.0837, -2.3105"
502,"过年 第一 <CL> 利是 , 期待 老豆 封",封,次,-1.3616923093795776,"次, 个, 波","-1.3617, -1.9516, -2.3760"
503,对说 四 <CL> 新年 快乐 新 的 一 年 比赛 继续 加油,锅,句,-2.4432735443115234,"句, 种, 个","-2.4433, -2.6664, -2.7597"
504,我 第一 <CL> 自己 挑 的 nike 曾 记得 在 王府井 买 的,双,家,-1.684350848197937,"家, 个, 行","-1.6844, -1.9609, -2.9854"
505,"亲 , 很 棒 的 宝贝 噢 满 468 <CL> 邮丸 美 化妆品 专卖 正品 白金 至 10500",包,分,-2.1552746295928955,"分, 包, 号","-2.1553, -2.6725, -2.8473"
506,爱 欧迪 J3 比较 适合 哪 <CL> 类型 的 音乐 呢 ?,种,个,-0.7833760380744934,"个, 些, 种","-0.7834, -1.7906, -1.9513"
507,"还 记得 去年 也 是 下 着 小 雪 , 地上 积 了 薄薄 的 一 <CL> 雪 。",层,层,-0.026856277137994766,"层, 片, 圈","-0.0269, -4.9283, -5.4789"
508,不 要 等 十几 <CL> 人 把 事情 闹 大 再 去 解决 。,家,个,-1.5547032356262207,"个, 等, 次","-1.5547, -2.2505, -2.8532"
509,"最 难 消化 的 4 <CL> 食物 1 冰激凌 会 影响 肠胃 功能 的 正常 运转 , 造成 食物 很 难 消化 , 容易 损伤 脾胃 。",类,种,-0.4692513644695282,"种, 个, 点","-0.4693, -1.9267, -2.4868"
510,"100 多 <CL> 小 短篇 , 文字 很 美 , 很 柔软 , 淡淡 的 疼惜 和 敏感 的 心 我 所 读到 的 最 温暖 最 孤独 最 伤感 的 书 。",个,个,-1.3248289823532104,"个, 道, 所","-1.3248, -3.1471, -3.4551"
511,系 2 <CL> 主席 。,个,列,-1.019587755203247,"列, 本, 版","-1.0196, -2.4200, -2.9745"
512,"你 设定 的 目标 越 是 高远 , 由于 压力 所 产生 的 动力 也 就 越 大 , 如果 你 能 承受 住 这 <CL> 压力 , 将 激发 出 你 体内 蕴藏 的 极 大 潜能 。",种,些,-0.5935115814208984,"些, 个, 种","-0.5935, -1.5966, -2.0546"
513,"总 有 一 <CL> 明天 就 休假 的 感觉 , 呵呵",种,个,-2.554887294769287,"个, 部, 发","-2.5549, -2.9368, -2.9886"
514,"不管 哪 阵子 , 别 忘 了 , 总 会 有 一 <CL> 不 嫌弃 你 的 人 , 陪 着 你 , 不 是 一 阵子 , 而 是 一 辈子 。",个,个,-0.5786556005477905,"个, 些, 种","-0.5787, -2.0515, -2.8691"
515,"什么 言语 都 没有 , 只有 晚安 两 <CL> 字 , 意味 深长 。",个,句,-0.10048045217990875,"句, 个, 声","-0.1005, -3.5838, -3.9957"
516,昨晚 居然 遇到 一 <CL> 这 高傲 的 乞丐 买 吃 的 给 他 居然 不 要 强滴,个,个,-1.8107823133468628,"个, 家, 本","-1.8108, -2.5525, -2.8222"
517,一 农妇 初 <CL> 进城 !,次,家,-2.6201257705688477,"家, 本, 任","-2.6201, -2.7348, -3.0248"
518,"经过 一 天 的 折腾 终于 回到 家 吃 了 两 大 <CL> 鸡汤 外加 米饭 , 我 的 大肚腩 好像 又 略微 的 鼓 起来 了 哦 。",碗,块,-1.1738533973693848,"块, 碗, 份","-1.1739, -2.0616, -2.4609"
519,上传 了 2 <CL> 照片 到 相册 LOVE,张,本,-1.5574169158935547,"本, 个, 下","-1.5574, -2.2349, -2.4300"
520,居然 还 混 了 <CL> 座儿 嘻嘻,个,个,-2.521794080734253,"个, 只, 本","-2.5218, -2.5607, -2.9824"
521,"每 <CL> 抬头 看 夜空 , 终于 发现 , 最美 还是 从前 。",次,家,-2.384026527404785,"家, 个, 本","-2.3840, -2.5245, -2.6322"
522,"主持 一 <CL> 家 , 劳心 劳力 胼手胝足 , 讲 的 是 毅力 非 手腕 。",个,任,-2.408642292022705,"任, 本, 个","-2.4086, -2.5773, -2.6543"
523,山珍 海味 比 不 起 家裏 的 一 <CL> 簡餐 啊 。,席,些,-0.6551955938339233,"些, 般, 堆","-0.6552, -2.1299, -2.8582"
524,"又 在 抽屉 里 发现 了 这个 , 还 有 一 <CL> 民国 时期 的 铜币 。",枚,个,-0.5903730392456055,"个, 本, 只","-0.5904, -3.1044, -3.3580"
525,准备 年货 过 年 招待 亲友 四 <CL> 坚果 千万 别 买 霉变 坚果 有 致癌 危险 炒焦 的 坚果 可 致癌 美容 的 坚果损 健康 口味 太重 的 坚果 易 变质 。,种,季,-2.1738483905792236,"季, 个, 口","-2.1738, -2.1845, -2.8262"
526,"不 是 我 心眼 小 , 只是 我 心 太 小 , 只 能 装下 一 <CL> 人 。",个,个,-0.6986557841300964,"个, 颗, 堆","-0.6987, -2.2792, -2.9286"
527,能 置 办好 一 <CL> 酒菜 是 种 本事 !,桌,行,-2.463438034057617,"行, 台, 所","-2.4634, -2.7305, -2.8337"
528,若曦 对 十 爷挺 残忍 <CL> 惊心 还行 看 着 嘲笑偶 吧 。,步,对,-2.0825579166412354,"对, 只, 点","-2.0826, -2.2764, -2.3337"
529,姓 胡 的 你 <CL> 混蛋 你 他 妈 的 居然 有 外遇 !,个,个,-2.2540218830108643,"个, 本, 所","-2.2540, -2.4307, -2.7009"
530,", 我 投给 了 佟丽娅 这 1 <CL> 选项 。",个,个,-1.3709429502487183,"个, 张, 只","-1.3709, -2.0236, -2.5272"
531,"国内 的 摇滚圈 , 画面 感 很 强 的 , 中国 摇滚 这么 多 年 , 需要 一 <CL> 本质 摇滚 的 人 来 关注 。",个,个,-0.34461385011672974,"个, 些, 种","-0.3446, -2.7432, -3.2955"
532,不 能 承受 生命 之 轻 我们 身边 有 三 <CL> 人 朋友 敌人 非 敌 非 友 的 人 。,种,个,-0.5512345433235168,"个, 种, 位","-0.5512, -1.5438, -2.1474"
533,"现 已 有 5 <CL> 工人 , 连 我 才 凑 够 满额 。",名,个,-0.4100939929485321,"个, 台, 分","-0.4101, -2.9240, -3.6574"
534,"我 在 龙年 送 大礼 , Ipad 送 你 大 转盘 活动 中 抽 中 二 <CL> 奖 镭拓 腕托 鼠标垫 地址",等,个,-1.790945291519165,"个, 张, 次","-1.7909, -2.0907, -2.1529"
535,嘿嘿 寒假 要 狂 体 电影 今 <CL> 稳人 陪 我 挑战 恐怖片,次,面,-2.5491135120391846,"面, 下, 季","-2.5491, -2.8623, -2.9282"
536,"一 <CL> 同学 非要 给 我 介绍 男朋友 , 我 说 必须 符合 我 的 要求 才 能 去 见面 , 不 能 随随便便 就 去 见 !",个,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
537,"现在 的 利物浦 一 <CL> 牛逼 人物 , 神锋卡罗尔 大师 亨德森 飞翼 马克西 铁 卫 约翰逊",堆,家,-1.0920920372009277,"家, 般, 通","-1.0921, -1.9905, -3.1298"
538,"我 参与 了 发起 的 投票 每 年 春节 前 你 都 会 做 什么 准备 , 我 投给 了 打扫 房间 , 清 杂物 这 5 <CL> 选项 。",个,个,-0.8781749606132507,"个, 项, 件","-0.8782, -1.8009, -1.8252"
539,第三 <CL> 越狱 。,次,家,-1.7182221412658691,"家, 本, 次","-1.7182, -2.3878, -3.2154"
540,"这 <CL> 冷冷 的 天气 真 不 想 出去 啊 刚 考完 试 也 不 急着 看书 无聊 地 在 床 上 打滚 , 余光 刚好 扫 过 的 3 DS 不 不 行 不 行 不 行 !",种,部,-2.2652926445007324,"部, 家, 本","-2.2653, -2.3092, -2.4152"
541,"脑子 真 疼 初 七 <CL> 小 人 , 回家 歹饺子 哈哈",管,下,-1.853613257408142,"下, 节, 号","-1.8536, -2.0726, -2.7545"
542,"打扮 得 如此 粉嫩 斯文 , 却 在 如厕 后 展示 了 你 颠覆性 的 一 <CL> 临门一脚 冲厕 所 !",面,脸,-1.6260731220245361,"脸, 面, 处","-1.6261, -2.3286, -2.7030"
543,"工作 动态 在 新春 佳节 合家 团聚 之际 , 华山 东路 派出所 也 以 传统 方式 欢度 佳节 全 <CL> 民警 自 除夕 至 年初一 , 全天候 坚守 在 辖区 圆通 寺 圆通山 , 为 群众 平安 进香 快乐 出游 排忧 解难 保驾 护航 。",所,家,-1.6178556680679321,"家, 部, 局","-1.6179, -1.6531, -1.9658"
544,"好不容易 睡 <CL> 懒觉 , 还是 自己 逼 自己 的 , 本来 六点半 就 醒了",个,起,-2.2354493141174316,"起, 行, 家","-2.2354, -2.5229, -2.7837"
545,"她 嫌 男友 当 着 朋友 没有 给 留 面子 , 便 拿起 一 <CL> 汽油 , 用 打火机 点燃 。",瓶,个,-1.6948961019515991,"个, 本, 张","-1.6949, -2.2044, -2.2397"
546,那 一 <CL> 会 笑 的 女孩 她 是 不 是 死 了 。,个,部,-2.2950639724731445,"部, 家, 本","-2.2951, -2.3093, -2.4049"
547,在 存完 压岁 钱 回家 之后 我 偷偷 的 喝 了 一 <CL> 红酒 感觉 头 有 点晕 啊啊 啊 不 会 吧 我 不 会 这么 弱 吧,杯,杯,-0.3811874985694885,"杯, 口, 瓶","-0.3812, -2.5119, -2.7160"
548,发表 了 一 <CL> 转载 博文 转载 单车 万 里 藏 地 行摄 抵达 拉萨,篇,发,-1.5355762243270874,"发, 个, 些","-1.5356, -2.5500, -2.7910"
549,"龙年 第一 <CL> 愿望 , 希望 今天 高速 堵车 !",个,个,-0.9289422035217285,"个, 次, 名","-0.9289, -1.7566, -2.5052"
550,"第一 站 是 民族 博物馆 , 广西 有 12 <CL> 少数 民族 , 这里 展出 了 各 少数 民族 的 衣 食 住行 文化 。",个,个,-0.2846221923828125,"个, 座, 家","-0.2846, -2.4061, -2.7707"
551,我们 这 <CL> 玩 了 10 几 年 的 老友 都 渐渐 迈入 三十 的 队伍 了 。,波,个,-0.7670873999595642,"个, 些, 样","-0.7671, -2.3375, -2.4371"
552,可以 睡 到 现在 真 是 一 <CL> 享受,种,个,-0.5390698909759521,"个, 种, 次","-0.5391, -2.2234, -2.5965"
553,但 几十 <CL> 电杆 经过 努力 还是 全部 运 到位 。,根,个,-1.8816841840744019,"个, 本, 等","-1.8817, -2.8197, -3.0424"
554,"有些 事 只 能 自己 去 度过 , 这 世界 上 根本 没有 一 <CL> 东西 叫 感同身受 。",种,个,-0.28401637077331543,"个, 件, 种","-0.2840, -2.2868, -2.6304"
555,"都 他丫 的 这个 时间 段 了 , 还 TMD 的 放 十万 响 的 那 <CL> 挂鞭 。",种,个,-0.4559490978717804,"个, 种, 些","-0.4559, -1.9822, -2.3458"
556,无奈 被 <CL> 小 女孩 给 喝 倒 了,个,部,-1.657138705253601,"部, 家, 发","-1.6571, -2.8753, -3.0671"
557,只 想 问 一 <CL> 故人 可 安好 ?,句,个,-1.4095399379730225,"个, 些, 种","-1.4095, -2.3731, -2.5122"
558,"年终 奖 什么 时候 才 能 到手 啊 , 缺 钱 , 缺 钱 , 银行 里 还 有 一 大 <CL> 债 等 着 还 那",堆,堆,-0.4441196918487549,"堆, 块, 把","-0.4441, -2.5121, -2.6958"
559,"于是 我 接着 说 : “ 我们 本来 的 地球 是 在 一个 宇宙 里 , ‘ 克丽丝汀 号 ’ 到 达 了 那个 宇宙 的 边缘 , 也 就 是 那 <CL> 黑色 的 带状 物 。",条,个,-0.15261337161064148,"个, 些, 样","-0.1526, -3.1884, -3.4901"
560,印度 要求 5 <CL> 外国 记者 离开 克什米尔,名,名,-1.6880759000778198,"名, 家, 分","-1.6881, -2.1963, -2.2382"
561,"上 周 925 播放 了 品冠 的 后来 的 我们 , 今天 是 起床 , 这 <CL> 概率 很 小 , 而 对 我 有 特殊 意义 的 起床 很少 有 人 知道 。",种,次,-1.1906640529632568,"次, 个, 样","-1.1907, -1.1988, -1.6067"
562,"记录 一下 , 第一 <CL> 工作 电话 , 颜 。",个,次,-0.5365198254585266,"次, 个, 篇","-0.5365, -2.6790, -2.7815"
563,斗 <CL> 地主 我 容易 吗 ?,个,阵,-2.8054263591766357,"阵, 脸, 下","-2.8054, -2.8901, -3.0700"
564,"看到 董卿 报幕 说 , 接下来 为 大家 带来 一 <CL> 充满 激情 的 表演 。",段,个,-1.6440081596374512,"个, 些, 份","-1.6440, -2.1118, -2.2517"
565,"失眠 了 , 昨天 的 一 <CL> 谈话 , 让 我 倍感 压力 之 大 。",席,次,-1.7602312564849854,"次, 些, 下","-1.7602, -1.9480, -2.8392"
566,"新 中国 成立 , 1949 年 9 月 27 日 , 在 中国 人民 政治 协商 会议 第一 <CL> 全体 会议 上 , 通过 使用 世界 上 通用 的 公历 纪元 , 把 公历 的 元月 一日 定为 元旦 , 俗称 阳历年 。",届,届,-0.22453844547271729,"届, 次, 批","-0.2245, -1.9885, -3.8526"
567,董卿 第三 <CL> 衣服 了,套,章,-2.209869623184204,"章, 代, 次","-2.2099, -2.3404, -2.5774"
568,再 推荐 一 <CL> 独立 乐队 Cults 。,个,次,-2.368723154067993,"次, 本, 个","-2.3687, -2.3914, -2.9831"
569,皇冠 信誉 健维士 水 夫人 润年 大豆 异 黄酮 同时 补钙 送 30 <CL> 羊 胎素 6000,粒,粒,-1.7113823890686035,"粒, 颗, 个","-1.7114, -2.3653, -2.4438"
570,"有 好些 同学 , 真的 要 想 一 <CL> 才 能 对 上号 , 惭愧 啊 。",阵,下,-0.0926763266324997,"下, 个, 些","-0.0927, -3.8059, -4.1103"
571,"跟 我 说 这 <CL> 话 的 人 , 你 还 记得 吗 ?",句,个,-0.9575871825218201,"个, 样, 次","-0.9576, -1.9961, -2.6341"
572,"坐 班车 时 碰见 一 <CL> 学生 , 结果 更 一 衣 时 边上 一 人 问 我 你 是 倪老师 吗 我 是 向东 的 学生 。",批,个,-1.0730438232421875,"个, 位, 群","-1.0730, -1.2928, -2.6932"
573,"下午 加 了 点 奶粉 , 夜 里 睡 半 小时 就 醒 , 还 常 放屁 , 哭闹 要 竖 抱 , 应该 是 消化不良 , 刚 喂 了 半 <CL> 妈咪 爱 。",包,点,-1.375166893005371,"点, 个, 次","-1.3752, -1.4699, -2.4316"
574,"传闻 梁洛施 对 李泽楷 下降 头 , 两 <CL> 尸油 分别 擦在 嘴唇 和 舌头 上 。",瓶,次,-1.4380258321762085,"次, 个, 位","-1.4380, -1.6857, -1.8174"
575,粉藍色 Powder blue Vaaleansinisi auml Ljusbl aring 粉藍色 是 一 種淡淡 的 素淨 的 顔色給人 一 種憂郁 的 清新 的 感覺 粉藍讓人 感到 心平氣 和 粉藍讓 人 想到 幾近 透明 的 天空 有 一 <CL> 純潔 的 雲遮擋,片,片,-1.0238306522369385,"片, 些, 股","-1.0238, -1.4503, -2.9538"
576,"今日 虽然 被 M P 喷 了 一 <CL> 口水 , 但 也 算是 有所 突破 了 , 虽然 只 是 一 小 步 。",脸,个,-1.8534095287322998,"个, 本, 家","-1.8534, -2.5159, -3.0751"
577,"没有 吃 晚饭 , 喝 了 两 <CL> 奶 。",次,碗,-1.0728123188018799,"碗, 杯, 次","-1.0728, -1.3799, -2.0122"
578,一 <CL> 人 放 在 心 里 琢磨 。,个,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
579,"我删 了 那 <CL> 微薄 , 不 代表 事情 不 存在 了 !",条,个,-0.8950549364089966,"个, 些, 张","-0.8951, -2.0177, -2.2077"
580,"看 两 <CL> GA , 我 立刻 觉得 我 又 活 过来 了 。",集,本,-2.1501083374023438,"本, 个, 家","-2.1501, -2.5987, -2.7034"
581,姨妈 家 里 的 几 <CL> 呆 鱼 。,条,个,-0.43287065625190735,"个, 位, 张","-0.4329, -1.8721, -4.0110"
582,你 我 只有 一 <CL> 联络 的 方式 !,种,个,-1.5009156465530396,"个, 本, 只","-1.5009, -2.3603, -2.4903"
583,"早安 面对 阳光 , 忽 的 一 <CL> , 飞奔 公司 , 想 着 不 要 迟到 啊 结果 真 没 迟到 !",声,阵,-0.33347687125205994,"阵, 个, 下","-0.3335, -2.5098, -3.1940"
584,"当 你 想起 这 <CL> 事 不 再 烦恼 或 有 太 多 想法 时 你 就 真的 放下 了 , 开心 开心",件,个,-1.7666045427322388,"个, 些, 所","-1.7666, -2.9330, -2.9476"
585,回来 记得 来 <CL> 信息 电话 微博 !,个,回,-0.51265949010849,"回, 个, 次","-0.5127, -2.8893, -2.9054"
586,"好听 又 好看 的 曲儿 清早 一 听 , 嗨 皮 一 天 自然 卷 坐 在 巷口 的 那 <CL> 男女",对,个,-0.9678537845611572,"个, 张, 家","-0.9679, -2.5380, -2.7535"
587,"要 回家 了 , 静静 说 一起 吃 <CL> 饭 , 是 不 是 要 给 她 说 彭 和 露露 的 事情 , 我 在 纠结 , 是 不 是 该 有 自己 的 小 秘密 ?",个,餐,-0.7438974976539612,"餐, 点, 下","-0.7439, -2.8147, -2.8899"
588,曩谟 三 满 哆母驮喃阿钵啰 底贺 多 舍娑 曩喃怛侄 他 唵佉佉佉呬 佉呬吽吽 入 嚩啰 入 嚩啰钵 啰入 嚩啰钵 啰入 嚩啰 底瑟姹底瑟姹瑟 致哩 瑟致哩 娑癹吒 娑癹吒 <CL> 底迦室 哩曳娑 嚩诃,扇,名,-1.888640284538269,"名, 波, 种","-1.8886, -2.3431, -2.4854"
589,给 大家 介绍 <CL> 新 护肤品 LA MER 海蓝 之 谜,个,家,-1.999537706375122,"家, 些, 个","-1.9995, -2.6302, -2.9017"
590,饭店 门囗 发现 一 <CL> 鸡,只,个,-2.8996646404266357,"个, 台, 家","-2.8997, -2.9215, -3.0006"
591,"看 <CL> 视频 都 要 复制 , 搜索 , 找 youku 的 链接 , 打开 。",个,部,-2.191323757171631,"部, 家, 本","-2.1913, -2.3482, -2.4030"
592,这么 大 <CL> 骨头 !,个,楼,-1.7233164310455322,"楼, 家, 个","-1.7233, -1.9010, -1.9149"
593,岁末 了 还 窝 了 一 <CL> 火,肚子,个,-1.553207516670227,"个, 家, 些","-1.5532, -2.7029, -3.2539"
594,"新 一 年 开始 啦 , 我 不 希望 自己 明年 还 是 这个 样子 , 我 会 努力 抓住 每 <CL> 机会 , 争取 早日 实现 自己 的 短期 目标 !",次,个,-0.10173290222883224,"个, 次, 件","-0.1017, -3.4777, -3.8095"
595,"在 花园 发现 到 一 <CL> 走动 的 物体 在 草地 上 兜圈圈 , 传说 中 的 晨 运",个,台,-2.3343610763549805,"台, 个, 家","-2.3344, -2.5799, -2.9361"
596,仲要 一 <CL> 假 话话 为 你 好 !,口,家,-1.9630279541015625,"家, 次, 架","-1.9630, -2.3963, -2.6686"
597,再 丑 也 是 一 <CL> 青春 无敌 的 样子 !,副,个,-2.158437967300415,"个, 次, 家","-2.1584, -2.2709, -2.8064"
598,"我 竟然 做 了 生命套 , 而且 还 弄 了 <CL> 骑士 护手 。",个,个,-0.4539423882961273,"个, 套, 些","-0.4539, -2.3327, -2.7701"
599,真 系 太 多 謝超哥 送 我 噶 12 <CL> 粟 一 燒宜家 食剩 4 包咯 哈哈 !,包,次,-2.096207857131958,"次, 盒, 架","-2.0962, -2.3311, -3.1837"
600,"初一 凌晨 一 <CL> 人 不 回家 , 聚众 打麻 将 要 通宵 啊 , 好 尴尬",伙,次,-2.8057589530944824,"次, 身, 起","-2.8058, -2.8110, -2.8683"
601,大 清早 的 一 出 小 区 门口 就 看到 一 <CL> 尸体 这 算 RP 嘛,具,家,-1.0548083782196045,"家, 个, 条","-1.0548, -1.2196, -2.8302"
602,"我 只 能 像 <CL> 老人家 一样 瑟瑟 度过 冬天 , 盼望 春天 的 到来 , 春天 来 不 了 , 就 只 能 盼望 尽早 回 广州 了 。",个,只,-1.863165020942688,"只, 个, 家","-1.8632, -2.0835, -2.7737"
603,boss 30 哪 <CL> 国家 脱口而出 百度 一下 。,个,个,-0.6953566670417786,"个, 些, 位","-0.6954, -1.9257, -2.4748"
604,"今天 老公 陪我 逛 了 整天 , 结果 买 的 都 是 他 的 东西 我 只 收获 了 一 <CL> 美食 , 大过 年 的 , 减肥 的 事 回 苏州 再 说 吧",餐,些,-1.6639803647994995,"些, 堆, 个","-1.6640, -1.7596, -1.8161"
605,春卷 吃 <CL> 睡觉觉,点,季,-1.44582200050354,"季, 下, 卷","-1.4458, -2.8304, -3.0277"
606,"距 食 <CL> 软糖 食 得 好 狰狞 , 其实 系 米 距 食 太 多 零食 搞 到 无 胃口 食饭 , 但 家姐话 应该 五 关 事 , 系 距 失恋 , 无 胃口 了 。",粒,环,-0.8163292407989502,"环, 分, 双","-0.8163, -1.2040, -2.4588"
607,"好 喜欢 这 <CL> 皮肤 , 都 来 下载 吧 我 刚 通过 分享 了 搜狗 皮肤 Light year 维尼 夫妇 巧克力 爱 下载 地址",款,个,-2.4189891815185547,"个, 台, 本","-2.4190, -2.4862, -3.0822"
608,"听 妈妈 电话 听 的 我 真 要 崩溃 了 , 我 心 里 真 快 承受 不 了 了 , 这 <CL> 关爱 , 我 快 窒息 了",种,次,-0.8755272626876831,"次, 个, 样","-0.8755, -1.6046, -1.7079"
609,"面對 強國 的 大 <CL> 大款 , 狗 與豬 終於 認衰 !",批,家,-0.755274772644043,"家, 面, 对","-0.7553, -1.9501, -2.3868"
610,"亲们 , 我 家 最近 人气 关注 度 最高 宝贝 新西兰 品牌 原装 进口 Heitiki 婴幼儿 宝宝 奶粉 二 <CL> 金装包邮 分亨 给 大家 , 有 图 有 真相",段,手,-0.8591911196708679,"手, 代, 线","-0.8592, -1.5879, -2.6060"
611,"早上 的 的士 摸样 了 , 拦 了 半 <CL> 小时 拦 不 到 , 好不容易 拦 到 , 快要 上 三环 , 手机 又 忘 拿 了 , 又 回去 拿 !",个,路,-1.187485694885254,"路, 圈, 个","-1.1875, -1.4897, -1.6798"
612,我 爱 丁 先生 156 想 你 的 第三 天 那 <CL> 年,些,个,-0.7262008190155029,"个, 些, 样","-0.7262, -1.5097, -2.7958"
613,"范冰冰 这 <CL> 经典 黑色 组合 凸显 腰身 , 强调 了 S 形 曲线 , 值得 向 大家 推荐 。",身,些,-2.0179574489593506,"些, 样, 本","-2.0180, -2.3342, -2.3841"
614,"剑侠 世界 我 在 电信 吉祥区 葬花吟 武夷山 , 这里 是 五千万 人 的 江湖 , 萝莉御姐 任 你 挑选 , 抱 <CL> 妞儿 回家 过冬咯 !",个,团,-1.117370843887329,"团, 头, 包","-1.1174, -2.2362, -2.9196"
615,这 两 天 粉丝 每 天 一 <CL> 人,个,次,-1.673205852508545,"次, 起, 个","-1.6732, -1.8927, -1.9194"
616,"每 <CL> 人 身体 棒棒 , 感情 也 顺风 顺水 !",个,家,-2.384026527404785,"家, 个, 本","-2.3840, -2.5245, -2.6322"
617,"可以 说 : 现在 农村 市场 的 现状 一方面 是 疲软 , 另一方面 是 有效 供给 不足 , 形成 这样 一 <CL> 局面 的 原因 何在 ?",种,个,-0.24087877571582794,"个, 种, 些","-0.2409, -1.8222, -4.0727"
618,签阿签阿签阿 可以 噶话 果断 签阿之前 阿里纳斯 就 话 区 想来 LA 啦 老 将 底薪区 都 话 受 如果 真 系 签佐班尼斯 慈世平 阿里纳斯 想象 下 尼 三 <CL> 搞 屎棍 系 埋 一齐 会 发生 咩事 分享 图片,件,位,-1.1381251811981201,"位, 个, 名","-1.1381, -2.2851, -2.5730"
619,"咿咿 是 最 下面 的 那 <CL> 大 鸭子 , 呀呀 是 上面 的 小 鸭子 。",个,个,-0.5507364273071289,"个, 句, 种","-0.5507, -1.9444, -3.0770"
620,想起 昨晚 有 人 说 的 关于 光棍 的 一 <CL> 话 顿时 觉得 无限 贴切 。,席,些,-0.9779673218727112,"些, 个, 篇","-0.9780, -1.4740, -2.2846"
621,"还 有 妮妮 , 还 有 那 <CL> 贤慧 的 男朋友 , 还 想 你们 呀 。",个,个,-0.4646482467651367,"个, 些, 位","-0.4646, -1.4799, -2.6528"
622,漂亮 女 老师 惨遭 凌辱 www 517 sese info 疯狂 的 石头 走着瞧 追捕 枪王 之 王 万历 首 辅 张居正 黄炎培 追踪 窃听 风云 丑 女 无敌 第二 <CL> 狗 和 狼 的 时间 贝多芬 病毒 民国 往事 小兵 张嘎 Hello 树 先生 岁月 神偷 牛郎 织女 善德女王 红楼 梦 风声 爱情 公寓,季,集,-1.676001787185669,"集, 章, 季","-1.6760, -1.6877, -1.6996"
623,"需要 一 <CL> 跟 我 一起 奋斗 的 人 , 一起 体验 爱情 里 的 酸甜苦辣",个,本,-2.1721343994140625,"本, 家, 个","-2.1721, -2.3715, -2.7376"
624,今晚 清网 行动 的 战利品 当时 那 <CL> 激动 恐惧 紧张 刺激 啊 想 起来 都 炭炭 zhun,个,个,-1.0500844717025757,"个, 些, 张","-1.0501, -1.3251, -2.4917"
625,"万 诗 言 小 妹妹 , 虽然 不 算 倾国 倾城 , 但 别有 一 <CL> 风味 。",番,番,-0.997012734413147,"番, 种, 份","-0.9970, -1.0665, -1.8721"
626,"微 阅读 周六 下午 , 他 都 会 来 茶楼 点 一 <CL> 龙井 , 坐 在 二 楼 靠 窗 位子 。",壶,杯,-0.7200959324836731,"杯, 点, 个","-0.7201, -2.4381, -2.7151"
627,我 真 想 一 <CL> 手机 砸晕 你 !,台,下,-0.31592100858688354,"下, 次, 句","-0.3159, -2.5485, -3.4258"
628,"大夫山 山地车 亚运 比赛 路径 够 刺激 , 下 <CL> 要 继续 来 挑战 。",次,面,-0.9852930307388306,"面, 次, 班","-0.9853, -1.1989, -2.6260"
629,"想 创业 容易 , 注册 一 <CL> 公司 也 很 简单 , 但 要 活 下去 就 难 了 , 要 做 大 做 强 更 是 难上加难 !",个,个,-0.37763848900794983,"个, 次, 下","-0.3776, -2.7708, -2.9867"
630,我 才 买 了 一 <CL> 多 月 的 新 车子 啊 !,个,个,-1.8345528841018677,"个, 本, 家","-1.8346, -2.5783, -3.0046"
